"","lyrics","title","artist","sentiment"
"63","		
टा:
ा बोक बोल ीठ्ठ भो
सूिल आजक जाद ुट्ट भो
व पीिक कथा ख् भो
आँखाक गहिाइ ा……
जू ाा साँचे य  ि् भो
जू ाा साँचे य  ि् भो
ध् आश भा य  ि् भो
जू ाा साँचे य  ि् भो
ओ….….….….….
….…….….
….…….….
….….….…
….….….….
….….….….
हे….हे….हे….हे….
हे….हे….हे….हे….
हे….हे….हे….हे….
….ओ….ओ….ओ….
(Female voice in Background)
Falling in Love
Shining in Love
Love for you is forever
Falling in Love
Shining in Love
Love for you is forever
टी:
चाह ् ह की, ा ह य ेो
बहा ि ह की, भाव ह य ेो
टा:
य  ्य  ा गाँस् भो
भि् गहिाइ ा..…
देव देउा भा य  ि् भो
जू ाा साँचे य  ि् भो
ध् आश भा य  ि् भो
जू ाा साँचे य  ि् भो
(Feamle voice in Background)
Falling in Love
Shining in Love
Love for you is forever
Falling in Love
Shining in Love
Love for you is forever
टा:
ा बोक बोल ीठ्ठ भो
सूिल आजक जाद ुट्ट भो
व पीिक कथा ख् भो
आँखाक गहिाइ ा……
जू ाा साँचे य  ि् भो
जू ाा साँचे य  ि् भो
ध् आश भा य  ि् भो
जू ाा साँचे य  ि् भो
(Feamle voice in Background)
बिहा फूल हाँस्य ा च्द्ा
ज् लि आ हजू ंसि १५ ा
बिहा फूल हाँस्
(Male voice in Background)
Love for you is forever
(Feamle voice in Background)
ज् लि आ हजू
(Male voice in Background)
Love for you is forever
(Feamle voice in Background)
बिहा फूल हाँस्
(Male voice in Background)
Love for you is forever","जून तारा साँचेर","Hercules Basnet || Sugam Pokharel || Nikhita Thapa","प्रेम"
"64","टा:
कुट कुटु
टी:
सुपा दाा
टा:
कुट कुटु
कुट कुटु
टी:
सुपा दाा
टा:
कुट कुटु
कुट कुटु
टी:
सुपा दाा
टा:
कुट कुटु
कुट कुटु
टी:
सुपा दाा
टा:
कुट कुटु
टा टी:
कुट कुटु
सुपा दाा
कुट कुटु
कुट कुटु
सुपा दाा
कुट कुटु
टी:
हे्दा जीउ ज् खाइलाग्दो, जागि ्द बलि
इा्दा ट व दि  
हे्दा जीउ ज् खाइलाग्दो, जागि ्द बलि
इा्दा ट व दि  
खै चुोट खा् क दां ल 
दां ल  हजु  ल 
दिदिक ग भैसक्य े पाल 
दिदिक ग भैसक्य े पाल 
टा:
पाल हिउंद हि बिह ग भा’ै
क्क ठह ठेगा ह पा टूङ्ग ला’ै
पाल हिउंद हि बिह ग भा’ै
क्क ठह ठेगा ह पा टूङ्ग ला’ै
ी चट्ट कपाल लाल ैा
लाल  हजु लाल ैा
झ्प्प कद ोय फुलक बोटैा
ए झ्प्प कद ोय फुलक बोटैा
टा टी:
कुट कुट सुपा दाा
कुट कुटु
कुट कुट सुपा दाा
कुट कुटु
कुट कुट सुपा दाा
कुट कुटु
कुट कुट सुपा दाा
कुट कुटु
टी:
बि्क ला’क चि कस पस्य किलो
डाँडाबाीक सु् गुलिय  क आिलो
बि्क ला’क चि कस पस्य किलो
डाँडाबाीक सु् गुलिय  क आिलो
खै चुोट खा् क दां ल 
दां ल  हजु  ल 
दिदिक ग भैसक्य े पाल 
दिदिक ग भैसक्य े पाल 
टा:
ाजाक हा्  सि, स ो सु  ल्हासा
पढा खा ्बल ु, वैज्ञािक ब् ासा
ाजाक हा्  सि, स ो सु  ल्हासा
पढा खा ्बल ु, वैज्ञािक ब् ासा
ी चट्ट कपाल लाल ैा
लाल  हजु लाल ैा
झ्प्प कद ोय फुलक बोटैा
ए झ्प्प कद ोय फुलक बोटैा
टा टी:
कुट कुट सुपा दाा
कुट कुटु
कुट कुट सुपा दाा
कुट कुटु
कुट कुट सुपा दाा
कुट कुटु
कुट कुट सुपा दाा
कुट कुटु
टी:
बघििक ो कुखुाक भा
ठुल्ठु  े पट् आँट्य 
बघििक ो कुखुाक भा
ठुल्ठु  े पट् आँट्य 
खै चुोट खा् क दां ल 
दां ल  हजु  ल 
दिदिक ग भैसक्य े पाल 
दिदिक ग भैसक्य े पाल 
टा:
िेक   बाघै, स्ा ल ागै
ि  ै्य ििी, इल इ गै
िेक   बाघै, स्ा ल ागै
ि  ै्य ििी, इल इ गै
ी चट्ट कपाल लाल ैा
लाल  हजु लाल ैा
झ्प्प कद ोय फुलक बोटैा
ए झ्प्प कद ोय फुलक बोटैा
टा टी:
  े हजु,  झेला
  े हजु,  झेला
आज ौँ ाइलो, भोल  क ला
आज ौँ ाइलो, भोल  क ला
टा टी:
कुट कुट सुपा दाा
कुट कुटु
कुट कुट सुपा दाा
कुट कुटु
कुट कुट सुपा दाा
कुट कुटु
कुट कुट सुपा दाा
कुट कुटु","कुटुमा कुटु","Rajan Raj Shiwakoti || Melina Rai || Rajan Ishan","हर्ष"
"65","फ््टास्स्टिक फ््टास्स्टिक
वओ्डफुल वओ्डफुल
फ््टास्स्टिक वओ्डफुल हुेथिय लाइफ, े  क ाल हा ि् डाइभ
फ््टास्स्टिक वओ्डफुल हुेथिय लाइफ, े  क ाल हा ि् डाइभ
फ््टास्स्टिक वओ्डफुल हुेथिय लाइफ, े  क ाल हा ि् डाइभ
्ल जिबक पब्ल भु, ्ल जिबक पब्ल भु
ह आउ ाच पाल झझ ुझे
पा प्य असि झ्य दाईक ुाल भाउज प्
पा प्य असि झ्य दाईक ुाल भाउज प्
फ््टास्स्टिक फ््टास्स्टिक
वओ्डफुल वओ्डफुल
इलास्टिक जस् ् े लाइफ, े  क ाल  हा ि् डाइभ
इलास्टिक जस् ् े लाइफ, े  क ाल  हा ि् डाइभ
ाखौ फेसबुक सेल्फ खिचे, ाखौ फेसबुक सेल्फ खिचे
ह आउ ाच पाल झझ ुझे
पा प्य असि झ्य दाईक ुाल भाउज प्
पा प्य असि झ्य दाईक ुाल भाउज प्
पा प्य असि झ्य दाईक ुाल भाउज प्
पा प्य असि झ्य दाईक ुाल भाउज प्
हेप्प हेप्प ि भय हेप्पी
हेप्प हेप्प  प हेप्पी
हेप्प हेप्प ि भय हेप्पी
हेप्प हेप्प  प हेप्पी
हेप्प हेप्प ि भय हेप्पी
हेप्प हेप्प  प हेप्पी
हेप्प हेप्प ि भय हेप्पी
हेप्प हेप्प  प हेप्पी
पा प्य असि झ्य दाईक ुाल भाउज प्
पा प्य असि झ्य दाईक ुाल भाउज प् .","पानी पर्यो असीना झर्यो","","हर्ष"
"66","ह ि…. ह ि …..
ि ज िसाी, ि ज िसाी
ि क  ा  ा िसाी ?
ि ज िसाी, ि ज िसाी
ि क  ा  ा िसाी ?
ा िसाी …
 ह फी, सध  ह फी
 ह फी, सध  ह फी
आखु ..
 िसाउदा ा पी कल् बचाी
ि ज िसाी, ि ज िसाी
ि क  ा  ा िसाी ?
ह ि, ज िसाी, ि ज िसाी
ि क  ा  ा िसाी ?
ा िसाी…
ि से ब, ि से ब
ि  पेक ालुक ा ा
ि से ब, ि से ब
ि  पेक ाल क ा ा
ि ा ा, ि ा ा
ा  ि ा ा
क भा बोझ हुदा  ह बिसाी
ि ज िसाी, ि ज िसाी
ि क  ा  ा िसाी ?
ए ि ज िसाी, ि ज िसाी
ि क  ा  ा िसाी ?
 ह फी, सध  ह फी
 ह फी, सध  ह फी
 िसादा क प  ा पिी
ि ा पि ि ा पिी
ि चखेक ड जस् हा् पिी
ि ज िसाी, ि ज िसाी
ि क  ा  ा िसाी ?
ि ज िसाी, ि ज िसाी
ि क  ा  ा िसाी ?
ह ि ……ह ि …….ह ि ….. ह ि ….. ह ि …..","जैले रिसाउनी निर जैले रिसाउनी","","प्रेम"
"67","घिघ टोलाउंु, अ हु् झै ….(अ हु् झै)
घिघ टोलाउंु, अ हु् झै
य ा भ् चिज   अच्ै…..
ा ा ा ा ा ा ा ा ा …..
ा ा ा ा ा ा ा ा ा …….
ा ा ा ा ा ा ा ा ा ……
ा ा ा ा ा ा ा ा ा …….
सध सध हिड्  लाग् ँ ँ ँ …..
ह सध सध हिड्  लाग् ँ ँ ँ …..
ाीभि् सल्बला चाल ँ ँ ँ ……
आशा ँ चाह ँ ुस् बहा ँ
आशा ँ चाह ँ ुस् बहा ँ,
सप िठ सजाउंु, अ हु्  दंगै…….
ह सप िठ सजाउंु, अ हु्  दंगै…..
य ा भ् चिज   अच्ै…..
ा ा ा ा ा ा ा ा ा …….
ा ा ा ा ा ा ा ा ा …….
ा ा ा ा ा ा ा ा ा …….
ा ा ा ा ा ा ा ा ा …….
घिघ टोलाउंु, अ हु् झै…..
घिघ टोलाउंु, अ हु् झै…..
य ा भ् चिज   अच्ै…..
ा ा ा ा ा ा ा ा ा …….
ा ा ा ा ा ा ा ा ा …….
ा ा ा ा ा ा ा ा ा …….
ा ा ा ा ा ा ा ा ा …….
य ा भ् चिज………….","माया माया माया","","हर्ष"
"68","ि  ोय  िी
लाग्य ोय े ुटु
ाख् ं हाँस ि् ुहा
 ् ं ा िी
ि  ोय  िी
लाग्य ोय े ुटु
था् ं हा ि् हा
 ् ं ा िी
 क दै ि बि पुा े सपा
डुबिहे  अध्ँ बिच ि े भविष्य
शु्य िल आशक उड्द बादल डुबिह ि् ख्ला
ि् ्य ी शब्द फे भ
I love you
ि् ुस् े चाहा
डुब डुब डुब सक ि् ाा
क ग सक्दि  , ि बिाक जीव  चाह्
 बस् सध ि् आँखाा
क हुदै ि बि पुा े सपा
डुबिहे  अध्ँ बिच ि े भविष्य
 क हुदै ि बि पुा े सपा
डुबिहे  अध्ँ बिच ि े भविष्य
ि े भविष्य ि े भविष्य","तिमी मेरो भविष्य","","प्रेम"
"69","िल बिोड
  पिस्थि 
सुु जस् िठो
स्ब्ध सँध हु भो

ब् स ि् अ्ि ा
बा स े अ्ि ा
ि े जी

संक ै
ा िक  गहिो
टाढि ख् ै
सय  बिबस्ा 
स्हाल् आँफै
जीव ला हु भो
ि् उज्ज्वल भबिष्य
प्ा्थ े 

ब् स ि् अ्ि ा
बा स े अ्ि ा
ि े जी

इज्ज ्  सँधै
स्झ ह िी","Aastha – Antim Maya","","दुःखी"
"70","बस सु्द ठ्ड हि जाड ।
ह ा  गा च्उ पे।

बस सु्द ठ्ड हि जाड ।
ह ा  गा च्उ पे।

ह ल्टििक ्य ा गालैा
ला् ि य आ सालैा
हा सुक चुा अ औँठ लगाइदिउँला
खल चोल अ सिब्द सि सजाईदिउँला

हे सु्द लग ि् आक 
ल ह ्य  पक्क आँट जस् 

बस सु्द ठ्ड हि जाड 
ह ा  गा च्उ पे

ह क बस् ्य ाइ गाउँव 
  ल्उँ ज् दैलैा
डोल चढाइ प्यौिक घु्ट ओढाइदिउँला
ौ बाजा बजाइ डाँडा पाखा बेस घ्इदिउला

हे सु्द य  े साँच 
 य ज् ि् खाँच 

बस सु्द ठ्ड हि जाड ।
ह ा  गा च्उ पे।

हे सु्द लग ि् आक 
ल ह ्य  पक्क आँट जस् 

ह ा  गा च्उ पे।
ल ह ्य  पक्क आँट जस् 
 य ज् ि् खाँच ।","Bro Sis – Basa Sundari","","प्रेम"
"71","ण थापा –  ोए पि
 ोए प ि हाँसिदिु
 ोए प ि हाँसिदिु
य झ  जि्दग  प्िदिु
 ोए प ि हाँसिदिु
ह  िल द  भे
सप स्झ ् विस्िदिु
ह  िल द  भे
सप स्झ ् विस्िदिु
  ्  
 सस्  
ि ुल्य बिदिु
  ्  
 सस्  
ि ुल्य बिदिु
 ोए प ि हाँसिदिु
क  बेसी पल बल्झि् भे
खेल  स्झ हाँसे टािदिु
क  बेसी पल बल्झि् भे
खेल  स्झ हाँसे टािदिु
स्ग हा् विझा भुल 
्  गहििदिु
स्ग हा् विझा भुल 
्  गहििदिु
 ोए प ि हाँसिदिु
य झ  जि्दग  प्िदिु
 ोए प ि हाँसिदिु","Arun Thapa – Ma Roye Pani","","दुःखी"
"72","पिडा बिोडक  लिए
सक्दि    जि
गी बिोडक गुगुाए
सक्दि    हिड्
टाढिय ि   
सु्  
टाढिय ि  
सु्  
आँखा े थाक स
गोडा हा ँप स-२

कल्प ाउ बल्झाइदि द-२
बिलाउ  कहिँ क बादलै
आग  लगाइदिे
बि्स लाइ साइ े

पीडा बिोड••••
•••• 
स्झ ह वल ीा ीठा सपा-२
हाउँ  कहिँ क आश बिचा
आँखा ेो••••
••••ँपिस
पीडा बिोड••••
•••• ","Thaki Saken by Nepali - Vibez","","दुःखी"
"73","चिस चिस हाा, ्येस  बालि् 
क भ आँध ाा,य  ि  खोज्द 
चिस चिस हाा, ्येस  बालि् 

(उलीक दोो, पाइ ि्ैि ल्क्)२ 
(झ्ल हेे)२ झझल्क आँउद 
क भ आँध ाा,य  ि  खोज्द 
चिस चिस हाा, ्येस  बालि् 

(लुकीचो खो,देउाल पाखाा)२ 
(डाँडा बस कुे)२ झझल्क आँउद 
क भ आँध ाा,य  ि  खोज्द 
(चिस चिस हाा, ्येस  बालि्)२","Chiso chiso hawama - Dany Denzongpa","","दुःखी"
"74","ि  क हु ै  
ि  अ ु ै  
ि  हाउ  
ि्  पाउ  
हा हा हा हा हा ........ 
ए  ए सय 
 ि् ा ेै 
ाउ क लोभहु 
ाउ क डहु 
 प अ हेि ै 
हा हा हा ....... 
 प सॅग  प सॅगै 
ि् द  बाॅचेक हु्ु 
आेै ह जी 
पाेठै ठाउॅ य ुटुा 
ि् लाग खुस साॅचेक हु्ु 
हा हा हा ...........     	","Timi bahek aruko - Phiroj Basnet","","प्रेम"
"75","ज ज भ् ि , चुपचाप  सहिदि्ु
ज ज भ् ि , चुपचाप  सहिदि्ु
घा अ बादल , घा अ बादल 
धे टाढा गइदि्ु, ज ज भ् ि 
ज ज चाह्य ि ै, सब  दि ँ
ि्ोह्ष  आफ् भी, ि् आश जिएँ
 भइग ह भ्दि , बिदा भइदि्ु
 भइग ह भ्दि , बिदा भइदि्ु
घा अ बादल , घा अ बादल 
धे टाढा गइदि्ु, ज ज भ् ि 
	","जे जे भन्छौ","Sugam Pokharel","प्रेम"
"76","टा:
ाइदिय ि े जी,ह्ष क बहा बे
ाइदिय ि े जी,ह्ष क बहा बे
आइदिय ि े संसाा, सृष्टिक हा बे
सृष्टिक हा बे
टी:
ें ि  ि, आश खस झैं लाग्
ब ि  पल, ध् भास्स झैं लाग्
ब ि  पल, ध् भास्स झैं लाग्
टा:
 ट हिड् है,  झैं ी
्ैह्ष  ् ा, दि् ं ी
…. ट हिड् है,  झैं ी
्ैह्ष  ् ा, दि् ं ी
टी:
ाइदिय ि े जी,ह्ष क बहा बे
आइदिय ि े संसाा, सृष्टिक हा बे
सृष्टिक हा बे
फूल ्  फुल्  गोडेल ी
बिदि ि े दिलैक ा चौाी
फूल ्  फुल्  गोडेल ी
बिदि ि े दिलैक ा चौाी
टा:
ें ि  ि, आश खस झैं लाग्
ब ि  पल, ध् भास्स झैं लाग्
ब ि  पल, ध् भास्स झैं लाग्","छाइदियौ तिमी मेरो जीवनमा","Ekdev Limbu || Sunita Thegim Limbu","दुःखी"
"77","फूल  ह जू ेो, ा कु ह कु
फूल  ह जू ेो, ा कु ह कु
कु् क क आभास ह 
ु ु ु ु ु ु ु
ु ु ु ु ु ु ु
फूल  ह जू ेो, ा कु ह कु
फूल  ह जू ेो, ा कु ह कु
कु् क क आभास ह 
ु ु ु ु ु ु ु
ु ु ु ु ु ु ु
फूल भौं भ े ँडा बिझिदेला
जू भौं भ े टाढा बसिदेला
फूल भौं भ े ँडा बिझिदेला
जू भौं भ े टाढा बसिदेला
सू  ह धु ेो, ा कु ह कु
सू  ह धु ेो, ा कु ह कु
कु् क क आभास ह 
ु ु ु ु ु ु ु
ु ु ु ु ु ु ु
ुप हे्य क ा्ो, आँख लोभ्इ े
ो हेिहें, स उडाइ लाे
ुप हे्य क ा्ो, आँख लोभ्इ े
ो हेिहें, स उडाइ लाे
चांद  ह सु ेो, ा कु ह कु
चांद  ह सु ेो, ा कु ह कु
कु् क क आभास ह 
ु ु ु ु ु ु ु
ु ु ु ु ु ु ु
फूल  ह जू ेो, ा कु ह कु
फूल  ह जू, ेो, ा कु ह कु
कु् क क आभास ह 
ु ु ु ु ु ु ु
ु ु ु ु ु ु ु
ु ु ु ु ु ु ु
ु ु ु ु ु ु ु","फूल या हो जून","Sabin Limbu","प्रेम"
"78","		
साी….
ोए….
बगे….
पाी….
खाइदिला….
  जाउँ साी, ो कस खाइदिउंला
लैजाउँला
 प आउँ ै, साइ बाँधिदिउंला
लैजाउँला
……  जाउँ साी, ो कस खाइदिउंला
लैजाउँला
दु वच ीठ ग बोल दे 
ग कु बहाा
क  लु खोलिदे, यह  े चाहा..ा
आश बाँध  ाा टिपे, सिउँद ्ौंला
लैजाउँला
…..ा बाँध   क   ज् द दिउंला
लैजाउँला
साी….
ोए….
बहे….
हा….
खाइदिला….
 झैँ ग प सह दिउं 
 स भो,  
सयौँ खो िदिउंला, ि् लाग 
ि  ,  वहाँ….
पठा क  , ि् प प आइदिउंला
लैजाउँला
…. ्दि ह बैाी,   ि् भैदिउंला
लैजाउँला
  जाउँला, सा ो कस खाईदिउंला
लैजाउँला
 प आउँ -ै, साइ बाँध दिउंला
लैजाउँला
……  जाउँला, सा ो कस खाईदिउंला
लैजाउँला","सानी","Deepak Bajracharya || Ricky Shakya","दुःखी"
"79","गोदावी
गोदावी
गोदावी
गोदाव बैा, ाख  ैा (ाख  ैा)
गोदाव बैा, ाख  ैा (ाख  ैा)
आ ा  बसौं   
चोभाैक डाँडइा, ाख  खैा
चोभाैक डाँडइा, ाख  खैा
ल  ा प्ि साटौं 
ह आ ा प्ि साटौं   
शिबा बिहा हिड फिलि हे्
शिबा बिहा हिड फिलि हे्
ि आ  हे   कु बस है
ि आ  हे   कु बसेहै
बाल्कुिक कु फिल् हे् धुा
बाल्कुिक कु फिल् हे् धुा
अँध् ा्ु् ि् ा ग है
अँध् ा्ु् ि् ा ग है
सु्दीजल खोलाा, बुक ाख झोलाा
सु्दीजल खोलाा, बुक ाख झोलाा
आ ा पढ् ौँ   
च्द्गि डाँडईा, डेटिंग गाक बेलैा
च्द्गि डाँडईा, ह डेटिंग गाक बेलैा
लब्ल लब्ल सेल्फ हाौं 
ह लब्ल लब्ल सेल्फ हाौं   
गोदाव बैा, ाख  ैा (ाख  ैा)
गोदाव ब ाख  ैा
आ ा  बस   
चोभाैक ड्द ाख  खेा
चोभाैक ड्द ह ाख  खेा
ल  ा प्ि साटौं   
आ ा प्ि साटौं   
आ ा  बसौं  
ल  ा प्ि साटौं   ","गोदावरी बनैमा","Janma Rai ft. STRUKPOP","हर्ष"
"80","टा:
दु चुल्ठ ्े, पटुक कस्े
दु चुल्ठ ्े, पटुक कस्े
लैजाउं लैजाउं लाग्, ह लैजाउं लैजाउं लाग्
टी:
ढा टोप लाे, ्य आँखा स्े
ढा टोप लाे, ्य आँखा स्े
ोजूं ोजूं लाग्, ह ोजूं ोजूं लाग्
टा टी:
   साटौंला, चोख ा गांसौंला
   साटौंला, चोख ा गांसौंला
ज्  डांड टौंला, ह ज्  डांड्य टौंला
टा:
सि खे सिक पाी, टा खे कुलो
सि खे सिक पाी, टा खे कुलो
य संसा सब भ्दा ा  ठुलो
ह य संसा सब भ्दा ा  ठुलो
टी:
कलकल बग् ूलक पा अ्जुल पिउंला
कलकल बग् ूलक पा अ्जुल पिउंला
साँच ा दि् भ ज् सु्पीदिउँला
साँच ा दि् भ ज् सु्पीदिउँला
टा:
दु चुल्ठ ्े, पटुक कस्े
दु चुल्ठ ्े, पटुक कस्े
लैजाउं लैजाउं लाग्, ह लैजाउं लैजाउं लाग्
वपिपल साँच ाख आज कस खा्ु
वपिपल साँच ाख आज कस खा्ु
ाजीह्ष  भय भ यह ंसि ला्ु
ह ाजीह्ष  भय भ यह ंसि ला्ु
टी:
कह  कह पाी, व्य्थ्य  धाु
कह  कह पाी, व्य्थ्य  धाु
य  ोज्य ि् घ ाग् आु
य  ोज्य ि् घ ाग् आु
टा:
दु चुल्ठ ्े, पटुक कस्े
दु चुल्ठ ्े, पटुक कस्े
लैजाउं लैजाउं लाग्, ह लैजाउं लैजाउं लाग्
टी:
ढा टोप लाे, ्य आँखा स्े
ोजूं ोजूं लाग्, ह ोजूं ोजूं लाग्
टा टी:
   साटौंला, चोख ा गांसौंला
   साटौंला, चोख ा गांसौंला
ज्  डांड टौंला, ह ज्  डांड्य टौंला","दुई चुल्ठो","Rajesh Payal Rai || Melina Rai","प्रेम"
"81","टी:
चोख ा  पुग् 
चाहिदै सु चाँद 
् ा  पुग् 
ि् हृदय क कु ाख 
टा:
सह सक्दि 
ि् अ कस   ोो
टी:
सह सक्दि 
ि् अ कस   ोो
टा:
य  कल्प दि्,  पीडा हु्
कस स्हाल खोइ े य ज्
टा:
ि्  विा, ि् ा विा
य जीव अधु ह्
टी:
ि्  पाए, ा पाए
य जू सजिल टि्
टा:
सह सक्दि 
ि् अ कस   ोो
टी:
ि  हेे, ि्  ी
आफ हाउ 
टा:
य हा था ्य  पाए
य  सजिल टि्
टी:
सह सक्दि 
ि् अ कस   ोो","चोखो माया दिए पुग्छ मलाई","Kamal Khatri || Shreya Sotang","प्रेम"
"82"," णह प्ेप् ख्द 
फुल कली पा खोजिदि ह 
भोल सबे ि खोलिदि ह 
 णह प्ेप् ख्द 

धे भय हजुक ह खब ि
े लाग ि्ि लाल उशा खु
ए हजु
ए हजु िसाय क क
  भु
 आँखा े स्बि भ ै क खु
 णह प्ेप् ख्द 

चिठ्ठ पठाउ भ्थ्य चिठ्ठ प पठाइौ
सप भेट् भ्थ्य सप प आईौ
ए हजु
ए हजु  बाँच् सक्दि
ि् चिठ्ठ पाए
 बोल् ै पक्क भोल सप 
 णह प्ेप् ख्द ","जुनका किरणहरुले प्रेमपत्र लेख्दैछु म","माणिकरत्न","दुःखी"
"83","I want to say you my darling I love you
You are my ् ालु
I want to say you my darling I love you
You are my ् ालु
् ालु, ह ् ालु
You are my ् ालु
I want to say you my darling I love you
You are my baby I love you
हे…..स अ सावि् ब्े, सावि् ब्े
 प्दै जाँडक्स भ्े, टोल थ् कुट् पोइ पोस्
 क्स खा् भ्दा ोड  टी
जाँड खा ओ्भ ु् पोइ पोस्
जाँड खा ओ्भ ु् पोइ पोस्
I want to say my darling I love you
You are my ् ालु
I want to say my darling I love you
You are my ् ालु
् ालु, ह ् ालु
You are my ् ालु
हे….. ा् अ क्कल ब्े, क्कल ब्े
खा ह जाँडक्स भ्े, ेश कपाल लु् पोइ पोस्
 क्स खा् भ्दा िसा ोी
ट्क ा क् क् ् ्पोइ पोस्
ट्क ा क् क् ् ्पोइ पोस्
I want to say you my darling i love you
You are my ् ालु
I want to say you my darling i love you
You are my ् ालु
् ालु, ह ् ालु
You are my ् ालु
टी:
हे…. हि अ क्क ब्े, क्क ब्े
ाड्दि ह जाँडक्स भ्े, िसा कुच्च हा् इ पोस्
 क्स खा भ्दा गाल ् टा
जाँड झ्प हुदा टुप्प ा् इ पोस्
जाँड झ्प हुदा टुप्प ा् इ पोस्
I want to say you my darling i love you
You are my ् ालु
I want to say you my darling i love you
You are my ् ालु
टा: टी:
I want to say you my darling I love you
You are my baby I love you
टा:
् ालु
टी:
् ालु
टा:
darling I love you
टी:
baby I love you
टा:
् ालु
टी:
् ालु
टा:
darling I love you
टी:
baby I love you","कान्छी मायालु","Baby I Love You song","प्रेम"
