"","lyrics","title","artist","sentiment"
"118","हे...
अाश ुे, संसा ढाक्े,
विशाल ि् डाल


हे...
उडेक बादल, ोपेक ि् ुहा,
लजा ि् चाल
हजाौँ  ि् ुप,  ेटिे,
ज हेेपि
ाखे अँगाल लिए,  िी,
हा  ि

Home, home calling home
Home, home calling home

हे...
लि क ु, सब ोह ा  अल्
चाहि हा क ,
  िल जुल् खेक हा् 

बुझ् बुझेपि,
्य े भ्द  सब ब्बाद
द अाउँ ि् द,
  ्  े हाल,
 ा भ्द अाउँद ि् द

(ॐ ा पाद् हु)
Home, home calling home
(ॐ ा पाद् हु)
Home, home calling home
(ॐ ा पाद् हु)
Home, home calling home,
(ॐ ा पाद् हु)
Home, home calling home
(ॐ ा पाद् हु)","माउंटेन हाई","बिपुल छेत्री","प्रेम"
"119","डढेल लाग्य ्य पा डाँडा साँझि
ल ह फे  े लाग्य पी
बास फैलिय आग स
दह ि् फ् आय झललल

बुझाईदे  जलीा य 
पक्डिदेउ  उडीा य 
बुझाईदे  जलीा य 
पक्डिदेउ  उडीा य 

ैि अँध् ै, अँध्  
आजस् सप अधु  
कस बुझाँ य बुझ् हहु
दि  ाझैँ कहिल्य िल् सपाहु

बुझाईदे  जलीा य 
पक्डिदेउ  उडीा य ","विल्द्फिरे","बिपुल छेत्री","दुःखी"
"120","पा प्य स, ा बज्य 
 उठ्य आज े आ्दक लह
हिक विपा, आज  सपा


ए ्ी, क चाँड बिेक य जीव
पा प्य स, भिज्य बुङ सह
ल ल बादल चढ फ्क आय असा, ल है

जि्दग कह घा कह पाी, ल ब लै
ा  सब भ्दा ठुल कु   है
ैि ि ि आश  ाय है
विप लागेक य कुहि हाय है
 साँच ाख हिँडिहेु
 ि् साहाा बाँचिहेु, ालु

पा प् स, ाेडा बग् 
फ्क अाए ि् ि ाड साा संसा
हिक विपा, अाज  सपा
ए ्ी, क चाँड बिे  जीव
पा प् स, भिज् बुङ सह
  बादल चड फ्क अा असा

ल ब ल ब ल ब लै, अा ाी
ल ब ल ब लै
ल ब ल ब ल ब लै, अा ाी
ल ब ल ब लै
ल ब ल ब ल ब लै, अा ाी
ल ब ल ब लै
ल ब ल ब ल ब लै, अा ाी
ल ब ल ब लै
ल ब ल ब ल ब लै, अा ाी
ल ब ल ब लै","असार","बिपुल छेत्री","हर्ष"
"121","देउाल डाँडाक शील हाा
साा जंगल ाच्य है
ि बिाक जी्दगाी


 कस   टुँ है

ेल चढ  जा टाढा
ाड य सब य संसा
अा दिक अाशा ाखि
 अघ बढे ्य पाि
जी फे  लाग्
अा हा हा
अा हा हा

ज हिँड उ टाढा लाग् पुग् ्
हे  दि ढलिसक्
ि् कल्पाक सु्द् डुबिहे
कस् य क खाँचो
  पुग्  े य इच्ा
  पाउ ेक प्िक्षा
ा

दुिक य ोह ाा
 धे अल्झाउ है
एउट भ जी्दगाी
 जस   टुँ है
ेल चढ  जा टाढा
ाड य सब य घ-बा
ि पा अाशा ाखि
 अघ बढे ्य पाि
जी फे  लाग्
अा हा हा
अा हा हा

लाग्य जी  
अा हा हा
अा हा हा","देउराली डाँडा","बिपुल छेत्री","हर्ष"
"122","ा साइली,   यौवक पि
ग खाए  खो ाैा
ा साइली,   यौवक पि


ग खाए  खो ाैा

ढलपल ् बादल ाथ बादलक ाी
बि्स ि टाढा  पि
टाढा  पि
टाढा  पि

ा साइली,   यौवक पि
ग खाए  खो ाैा

चिस चिस हा बग्य ुट  भिज्े
  ह क े जि्दग बि्े
ा साइली,   जि्दगीक खोजा
ग खाए  बिा शहा

ढलपल ् बादल ाथ बादलक ाी
बि्स ि टाढा  पि
टाढा  पि
टाढा  पि

ा साइली,   यौवक पि
ग खाए  खो ाैा
खो कीाैा
खो कीाैा","राम साइली","बिपुल छेत्री","दुःखी"
"123","दा्जिलिङक ेल गाडी,
ुक ुक ्द अघ बढी
बूढापाखा, यौव


सब सेट हिँडी
बिीसक क जीव
आय फ्क कि
अघ बढे ह िी
ूक्  कहिल्य पि
संसा  ाड ँ
ि जस् है, अ्क है

बास डाँडा टे,
आय ह फे फ्
इंजि धुँ उडाई
क क ग सिट बजाई
संसाक भीड़ आज भागे  आज
ि्  े ाझ पुा य ब्ध अझ
लैजा  िी
जि  गा्ह भय है
क कु
क कु
क कु
आ हा हा

दु दिक जि्दगाी
्ेौं ह सब हाी
जिउ  ा ाी
आ हा
भ ा बोकी
सझ्  घ घी
् अझ क 

 टाढा    
संसा जि्  
सक् हिँ  है
ह 
ि्  ि
ि् हा थाेि
संसा  जीीदि्ु
आश  चुिदि्ु

हिल हिल ैि हिली
जाि हे
ि चीबाी
उल  ओाल ्द आय डाँडा टी
कहिल्य हीँ ि स्झ द आउ बेस्सी
हिँडे ्य पा चढे  ेल गाडी

ेल गाड ेल गाड चढे ह जा 
ेल गाड ेल गाडी
ेल गाड ेल गाड चढे ह जा 
ेल गाड ेल गाडी
ेल गाड ेल गाड ेल गाडी
आ हा हा","रेल गाडी","बिपुल छेत्री","प्रेम"
"124","श्ीा् ग्भी ेपाली
   प्चण्ड प्ाप भूपि
   श् ५ स हााजाधिाज
   सदा स् ्ि
   ाखु् चिाय ईश
   प्जा फैलिस्
   पु जय प्े
   हा ेपाल साा
","","","देश्भक्ती"
"125","
सयौं थुँगा फूल हाी, एउट  ेपाली
सा्वभौ भ फैलिा, ेची-हाली।

प्कृि टी-ट स्पदाक आंचल
वीहू ग, स्व््  अटल।

ज्ञाभूि, शा्िभू ाई, पहाड, हिाल
अखण्ड य प् हा् ाृभू ेपाल।

बहुल जाि, भाषा, ध्, संस्कृ  विशाल
अग्गा ाष्ट् हा्ो, जय जय ेपाल। 
","","","देश्भक्ती"
"126","बिहाीक ि्िेसङ्ग अाँखा े खुल्य सुौल घाक झुल् स्व्य्भ प्य कद े चाल्दा चाल्द पुग  पशुप  साा िसक विश्सक अुभु स्व्ग जस् पवि् ठाँउ ह्ष  ि ुस्  सब ािस ह्श अडि अा अा अाअा अा े ठाडौं अा अा अाअा अा े ठाडौं धहा वस्पु ाीपाेख प्कृ ि ् विप ठ ्दि पुा क अेक     पि अचा सब िठ भ्द चीहुक चि्बिसङ्ग बाग बग्दि आफ् टोल आफ्  बोलाउ् ए वी अा अा अाअा अा े ठाडौं अा अा अाअा अा े ठाडौं बिहाीक ि्िेसङ्ग अाँखा े खुल्य सुौल घाक झुल् स्व्य्भ प्य कद े चाल्दा चाल्द पुग  पशुप  साा िसक विश्सक अुभु स्व्ग जस् पवि् ठाँउ ह्ष  ि ुस्  सब ािस ह्श अडि अा अा अाअा अा े ठाडौं अा अा अाअा अा े ठाडौं ।","Mero Kathmandu","Nabin K Bhattarai","देश्भक्ती"
"127","अाँखा ि पाउ  धे धे अाँखा ि पाउ  धे धे सप ि पाउ ि्द् भ सप ि पाउ ि्द् भ ज आफ ा  सक्दि ज आफ ा  सक्दि ा ि ्  धे धे ा ि ्  धे धे लिइ ि हिड्   ं ं लिइ ि हिड्   ं ं अंगाल ि ाख्  ं ं अंगाल ि ाख्  ं ं टुक््इ आफ ड्  सक्दि टुक््इ आफ ड्  सक्दि ा ि ्  धे धे ा ि ्  धे ","Timi Malai","Nabin K Bhattarai","प्रेम"
"128","जि्दग कह ा कह ा जि्दग ुहा कह हाश कह आश ुहा दि  ा क ाझ साझ य बसेक  जि्दग कह ा कह ा जि्दग प्कृ कह आ्ध कह शा् प्कृ जिब कह ृष्णा कह प्ाप् जिब ज्  ृ्युुक खेल श्स य अडेक  जि्दग कह ा कह ा जि्दग दि  ा क ाझ साझ य बसेक  साझ य बसेक  जि्दग कह ा कह ा जि्दगीा","Ye Jidagi","Nabin K Bhattarai","दुःखी"
"129"," ि चाहे प ि् जिक  आ स  े क ह  े बिवसा...  ि चाहे प ि् जिक  आ स  े क ह  े बिवसा... -ाा हेे कैयौं चिसा ा बिाए ि आ  हेे कैयौं ऋ डुब सक  ि चाहे प ि् जिक आ स  े क ह  े बिवसा...  ि चाहे प ि् जिक  आ स  े क ह  े बिवसा... लाग्  े भाग्य ि् प्िक्षा  थिय गोधुँलीक साँझ प सङ्ग-सङ्ग हिंड्    ि चाहे प ि् जिक आ स  े क ह  े बिवसा...  ि चाहे प ि् जिक  आ स  े क ह  े बिवसा...","Timilai Chahera Pani","Nabin K Bhattarai","प्रेम"
"130","  ाख हल् ग  ट् धे हु् सल् ग   ाख हल् ग  ट् धे हु् सल् ग पाइ आफ चाल स्झ ि  अाफ ोज च ि   ाख हल् ग  ट् धे हु् सल् ग भाव ोप ाख हल् ग ई्स्ल धे हु् सल् ग भाव ोप ाख हल् ग ई्स्ल धे हु् सल् ग जल् धे हु्् बुझ ि बाधा अेक ब्् भुल ि   ाख हल् ग  ट् धे हु् सल् ग पाइ आफ चाल स्झ ि  अाफ ोज च ि   ाख हल् ग  ट् धे हु् सल् ग   ाख हल् ग  ट् धे हु् सल् ग पाइ आफ चाल स्झ ि  अाफ ोज च ि   ाख हल् ग  ट् धे हु् सल् ","Halla Nagara","Nabin K Bhattarai","दुःखी"
"131","बिहा ण सङ्ग स्झ ुट भ आस जाग दि् ँ उ्साह ँ उंग  सु्द सप सि्जिदि् हा ोइदिदा े  व्षा चुिदिदा य  ि् स्झ बोलाउ ि् ा  डो्उ बिहा ण सङ्ग स्झ ुट भ आस जाग दि् ्ल बस्दा सु् बास जिस्उ कल्प ं डुबिदिदा दिा सुसाइदि् बासक जिस्इ दिालाक सुसाइ ि् ा ् भ ि् ा पाउ झलझल बिहा ण सङ्ग स्झ ुट भ आस जाग दि्","Bihani Kiran","Nabin K Bhattarai","प्रेम"
"132","अीक ि् द झस्इह् य  बि्स प्स ्  स्झ आउँ  झ फ् ि्  बढाय दु झ फ् ि्  बढाय दु झ ा् ह ेक  िठा ह बाेक फ् ि्  पीडा लुइ ुटुक ाझ स्झिह् ि ह साझ ब्स्् आखा अासु भेल कठि हुेभा वि हा् ेल सक्दि टाढि ु्  ि ि सक्दि टाढि ु्  ि ि ा् ह ेक  िठा ह बाेक फ् ि् ।","Tmro Mayale","Nabin K Bhattarai","प्रेम"
"133","ल हेऽऽऽऽऽऽऽऽ ालक पा  खा पिी   क  ालक पा  खा पिी   क  ालक पा  खा पिी   क  ालक पा  खा पिी   क  हु्््््् अइ अइ अइ अइ हाँग ाच् व च  आशैक बाजा जुगौं भय पिी भाक बल्ल भेट आज सुक ठ सिलाु्द्  लिइ आ् बा्  लाग ेपाल जा् ृण प ि् ह ऽऽ ालक पा  खा पिी   क  ालक पा  खा पिी   क  ह ऽऽऽऽऽऽऽऽऽऽ स्बास्स हु्््् अइ स्य जुगक ढुंग चकक कलीजुगक स ाक िंद दिक सु्ा साध्य ै  फूलपा देउाल भाकल ग ँ ज्क ा पाउँ भ कस  खाएँ ह ऽऽऽऽ ालक पा  खा पिी   क  ालक पा  खा पिी   क  ालक पा  खा पिी   क  ालक पा  खा पिी   क  ल ह ऽऽऽऽऽऽऽऽऽ स्बास्स स्बास्स स्बास्स ह ऽऽऽऽऽऽऽऽऽऽऽ हु्््््् ल ह ऽऽऽऽऽऽऽऽऽ स्बास्स उठ्य बस्य उठ्य उठ्य बस्य उठ्य उठ्य बस्य उठ्य बस्य उठ्य बस्य उठ्य बस्","Taal ko Paani","नेपथ्य","हर्ष"
"134","घा डूब्य साँझ प्य  ुट्टि प बे भ आजक दि प बि्य य ा ट् ट् भोल आ  आ फे भेट   य ोट गी ि फे भेटेस् यद फे भेट  साँच ाख् स्झ","Choto Geet","नेपथ्य","प्रेम"
"135","सु ह गाँउ ह सु सु पा घक कथा ई य घ भि्क ब्यथा हा् ह सु ह हिालक ख सुख शा् थिय ्दाक िय सल् बल्य सुसा ा दद आग ृ्युक लह फैलिए जस् गाँउ-बस्ी  ड भो (सयक झेल्ल खेल देश दुख्य गाँउ-ठाँउा) २ शीस ् दाज दिद ह देश दुख्य गाँउ-ठाँउ अई... लािु-प् पािु-प् बिाण सध ोप खा प् खाक बिख लाग  ह ह पल ह साँझ िह प् कु दैबक स्ाप लाज्ञ अच् भ हा् घ सिस् उ््य दैलो-दैलो  सि टक्क अडे ा भ देश बो सि टक्क अडे ा भ देश बो ोए ह पैला  ह् स् िधाक ा फुटु्लस् च् ा उ्लिय ब्यथा चुपचाप जंघा ् बे भक्क ाड ुदै (ुंग् पस हा् दाज भाइ पु्व  ेल चढे) २  बच प्ी साँचे ब भाव साँच्च ्गे च ह  देश  पाउँ स्व्ग ्य बिध    गु शा् भ्दा प ै अ्क बुद्ध प्े बे बैी  ु् यलििक्स-डट-क ल बेल स पु्उ (सु्द शा् देश चे पु्खैक आशिस स्झे) २ सु ह गाँउ ह सु सु पा घक कथा ई य घ भि्क ब्यथा हा् ह सु ह हिालक ख सुख शा् थिय ्दाक िय सल् बल्य सुसा ा दद आग ृ्युक लह फैलिए जस् गाँउ-बस्ी  ड भो (सयक झेल्ल खेल देश दुख्य गाँउ-ठाँउा) २ शीस ् दाज दिद ह देश दुख्य गाँउ-ठाँउ अई... लािु-प् पािु-प् बिाण सध ोप खा प् खाक बिख लाग  ह ह पल ह साँझ िह प् कु दैबक स्ाप लाज्ञ अच् भ हा् घ सिस् उ््य दैलो-दैलो  सि टक्क अडे ा भ देश बो सि टक्क अडे ा भ देश बो ोए ह पैला  ह् स् िधाक ा फुटु्लस् च् ा उ्लिय ब्यथा चुपचाप जंघा ् बे भक्क ाड ुदै (ुंग् पस हा् दाज भाइ पु्व  ेल चढे) २  बच प्ी साँचे ब भाव साँच्च ्गे च ह  देश  पाउँ स्व्ग ्य बिध    गु शा् भ्दा प ै अ्क बुद्ध प्े बे बैी  ु् यलििक्स-डट-क ल बेल स पु्उ (सु्द शा् देश चे पु्खैक आशिस स्झे) २","Simanama","नेपथ्य","दुःखी"
"136","स्साँझ ग काईह्य ख क खब ल् ह स्साँझ ग काईह्य ख क खब ल् ह ु्ा, ेक गि सु्दा स्द  थाक सँ ल क क  हु ह स्साँझ ग काईह्य ख क खब ल् ह सयक क्ु ा  हिाल पेजस्  दुैक ग  ोल्पाक घाउ सिा फुल सिउ िदा  सक्दि आद्शक   ह प बुझ्दि ाुल्ल पोखि दुख पिडा अंगाल्द आउ  बसे अ् बुझ य ा िचोल्  घु गि गाउँ स्साँझ ग काईह्य ख क खब ल् ह ियि खेल  ाथ झेजस्  क भ य जग ल बे य फग ियि खेल  ाथ झेजस्  क भ य जग ल बे य फग सिा सुसे सुस्ा  पाउदि संघ्ष   भेउ  पाउदि जाज अल्झि विप ाल्द आउ  ि ँ संसा बु य विा ोडौँ अ हु पि् लाउँ स्साँझ ग काईह्य ख क खब ल् ह स्साँझ ग काईह्य ख क खब ल् ","Samsajhayima","नेपथ्य","दुःखी"
"137","टाढा धे टाढा उडे ंगी चा ध् कह फि्ला् आशक ल ैल हट घा  कह खुल्ला् टाढा धे टाढा उडे ंगी चा ध् कह फि्ला् संघा क आाक ा हु चक आवेग संघा क आाक ा हु चक आवेग ् लाग् य घसंसा जलिहे संवेग आज हा ाझ बल्झे पि साा व कह झ्ला्  च्द् सु्य च्क स ुस् कह ्ला् ुस् कह ्ला् ्ा  पहिल्उँद ् दि पुग् ुल ्ा  पहिल्उँद ् दि पुग् ुल घ पि् बाधा अड्च ्ा दिउँ दो गाढा धे गाढा युगौँक भाइा ोडे ोडि् द पहाड धेश धु अेक ाचौँ  ि  ाचौँ  ि  ाचौँ  ि  ाचौँ  ि  ाचौँ  ि  ाचौँ  ि  ाचौँ  ि ","Rangin Chara","नेपथ्य","दुःखी"
"138","आ हु आ हु सह् असजिल  पहाड जस् उचा पुगे ैदा भईदि प् ैदा पुगे उल भईदि प् ... उल भईदि प् आ हु... स्ा  पुग् खो -२ सप  पुग् स्वच््द चा जस् आ पहाड ेउक चौा हु अभिशप् ् -२ आ हु अफ्ठ्  आ हु... पहाड हु जस् गह्  आ हु... आ हु सह् असजिल  पहाड जस् उचा पुगे ैदा भ ईदि प् ैदा पुगे उल भईदि प् ह उल भईदि प् आ हु आ ...","Ghatana","नेपथ्य","हर्ष"
"139","ाथ उच्च आश उड्दा सिलक भु झ उड्य े  ाथ उच्च आश उड्दा सिलक भु झ उड्य े  सा सु्द् े आउदा   भेट् स घक  भ्  पाइ घक  भ्  पाइ भि्  ख कु् क थिय झिलििल इ्ष् जाग्द आय ध् उह ह आश प उह ह क विघ् प्ग ह य आँख सि पलाय हु  ादेशक कथा टिपिला्थ े देश  हिाल हाँसेक  गुँास फुल् पाखा  ोध बस् गाँउ  ा साट्   घ आक   ख क  ग सु् ह  सञ्चा भ्थ हा हा हा हा हा हा हा हा हा हा हा हा हा हा आ बाबा स्चा  आशिष पठा' प्ि बिोडक पीडा पठा' ज्भु ि् अभाव पठा' ज्भु ि् अभाव पठा' दि दशा बिग्ेक बे धे  बिग्े  हा हा हा हा हा भाइ भाइ लडे विा ेक बे गाँउ शह  डढेक  पोख भ्थ सु्दि ह   ह सा सु्द् े आउदा   भेट् स घक  भ्  पाइ घक  सु् ह पाइ घक  भ्  पाइ घक  सु् ह पाइ","Ghar ko kura","नेपथ्य","देश्भक्ती"
"140","(जू झ शिलु... घा झ पािलो...)२  जाउँ ि दाहि च्द् पोस् शा्ि... (दुब जस् फैलिदैं जाउ पा जस् ल्दैं जाउ)२ (ब-पिपल झैं े देउाल ा आउ)२ दि दैं बादल हिाल ेक क भो (आखि भोल उल  हु दैं )२  बाझ्  आपस धे ला् आफ् स्झ बि्स दि चुपचाप (आज ्)६ (ि्ि िस्क जस् दि भ क् ्द साँझ घ फि् पाउँ)२ (ि हा े  ि)२ य देश ं ह स्","जून झै","नेपथ्य","देश्भक्ती"
"141","(आ हु)× 2 सा्ह असजिल  पाहाड जस् उचाइा
 पुगे ैदा भैदि प् ैदा पुगे उल भैदि प् ओओओओ .
उल भैदि प् आ हु हे.ए. (स्ा  पुग् खो 
)×२ सप  पुग् स्व्द जा 
 आ पहाड ेउक चौाीहु
 अभिसक्  आ हु अप्ठ्  आ हु पहाड हु जस् गा्ह 
आ हु हे .ए।।।","Ama","नेपथ्य","हर्ष"
"142","अग् सु हिाल गहिि ाल द अग् सु हिाल गहिि ाल द ज् िक लडाइँ य ख कह स ह कह स ह अग् सु हिाल गहिि ाल द प्व फो भि् दुखेक दुख प्व फो भि् दुखेक दुख हि पहि क ल ाँग ाँग -ल्क्य पा द गहि बग्य का-का थाहा ै ुट्  एउटा  धुँदा प से ह् हिाल िल िल आश िल िल आश िल िल आश","अग्लिने सुर","नेपथ्य","हर्ष"
"143","े हजु य ा ि  ह े हजु य ा ि  ह स्हाल ाख गा ाख स्हाल ाख गा ाख े हजु य ा ि  ह सुसा ा  ह का ाा ग्द ि खोज बसेँ सुसा ा  ह का ाा ग्द ि खोज बसेँ बाहि हिाल हाँसिहेथ्य जू लजाउँद थिय ्य  बे सिा पल्टाएथेँ हजु स्झे  जस बिउँझ्य क ि प  जस बिउँझ्य क ि प े हजु   पागल प्े बेस  े हजु   पागल प्े बेस  स्हाल  ्  बौला  स्हाल  ्  बौला ु","Mero Hajur","नेपथ्य","प्रेम"
"144","  जाउँ जीव ोट    जाउँ जीव ोट  ह खेक स्झ चेथे फाल सिा फोट  सिा फोट    जाउँ जीव ोट    जाउँ जीव ोट  ह खेक स्झ चेथे फाल सिा फोट  सिा फोट  से ग क ङ्ग फूलबुट्टा भ पठा ज ग बाचे  जफ ख पठा ह जफ ख पठा   जाउँ जीव ोट    जाउँ जीव ोट  ह खेक स्झ चेथे फाल सिा फोट  सिा फोट  आश ज्क ्य खु्प जू ु्बाक लोँदुल ेक भेटघाट सप जस् य  क ग बुझा ह य  क ग बुझा   जाउँ जीव ोट    जाउँ जीव ोट  ह खेक स्झ चेथे फाल सिा फोट  सिा फोट  सिा फोट  सिा फोट  सिा फोट  सिा फोट ","Siran ma photo cha","नेपथ्य","दुःखी"
"145","पल् घ वोइ चाँदि कंग पल् घ वोइ चाँदि कंग पल् घ वोइ चाँदि कंग पल् घ वोइ चाँदि कंग हि ल्उँ हिक खा द बग ब डढेक सब ्  डढेक कस् हि ल्उँ हिक खा द बग ब डढेक सब ्  डढेक कस् शि  फुलक हाँग ओईलाउँद  शि  फुलक हाँग ओईलाउँद  ्यह खे क प्य  आफ् भ् क   पल् घ वोइ चाँदि कंग पल् घ वोइ चाँदि कंग पल् घ वोइ चाँदि कंग पल् घ वोइ चाँदि कंग बुढ  बौस भ् ीब  चो दुिक चाल-चल भ साध्य   बुढ  बौस भ् ीब  चो दुिक चाल-चल भ साध्य   खा  ज आउँ अघ प खा  ज आउँ अघ प आखि ह हु्  ह आफ् ल-ग पल् घ वोइ चाँदि कंग पल् घ वोइ चाँदि कंग पल् घ वोइ चाँदि कंग पल् घ वोइ चाँदि कंगा","Palla ghar ko","नेपथ्य","हर्ष"
"146","ि प ेपाल  प ेपाल ि प ेपाल  प ेपाल हा ेपाल हा ेपाल हा ेपाल हा ेपाल ि प ेपाल  प ेपाल ि प ेपाल  प ेपाल हा ेपाल हा ेपाल हा ेपाल हा ेपाल विग सिक् ह बोक हिँड् है है है है विग सिक् ह बोक हिँड् है अल्झ बस  ठाउँ शिख िँदै उहिक पीडा भुल् सकौँ क ैल धु सकौँ धु सकौँ धु सकौँ हे . अ प ेपाल हा ेपाल हा ेपाल हा ेपाल ि प ेपाल  प ेपाल ि प ेपाल  प ेपाल हा ेपाल हा ेपाल हा ेपाल हा ेपाल हिाल पहाड ा स क ै ै ै ै हिाल पहाड ा स क ै क स गहििए कह ेटीँदै ाफ हा ् सकौँ सदभाव ् सकौँ ् सकौँ ् सकौँ हे... अ प ेपाल हा ेपाल हा ेपाल हा ेपाल ि प ेपाल  प ेपाल ि प ेपाल  प ेपाल हा ेपाल हा ेपाल हा ेपाल हा ेपाल हा ेपाल हा ेपाल हा ेपाल हा ेपाली","Himali Nepali","नेपथ्य","देश्भक्ती"
"147","टा: भ् आज   सु््य भ िी
  स् े हु््य भ िी
टी: ह्…. भ् आज   सु् भ िी
  स् े हु् भ िी
टा : जि्दगीक कु ोड ुुप्य भे
आफ् स्झ पेल ु््य भ िी
टा  टी: ह्…..आफ् स्झ पेल ु् भ िी
टा: भ् आज  
टी: ह्…..ह्…..ह्…..
टा: ि्   हाँस् सजिल हु् 
भविष्य स्झि बाँच् सजिल हु् 
टी: ह्……ि्   हाँस् सजिल हु् 
भविष्य स्झि बाँच् सजिल हु् 
टा: ेाह्ष  सब  ि् दि् े हु््य भ िी
 हा य पेल ु््य भ िी
टा  टी: ह्….ह्…. आफ् स्झ पेल ु् भ िी
टी: भ् आज  
टा: सु््य भ िी
टी: िी अ ै जीव ठुल 
ि  सब पुा दै ह अधूा
टा: िी अ ै जीव ठुल 
ि  सब पुा दै ह अधूा
टी: सु्पिदि् ि जि्दग  े हु् भ िी
 हा य पेल ु् भ िी
टा  टी: ह ह आफ् स्झ पेल ु् भ िी
टी: भ् आज   सु् भ िी
टा:   स् े हु््य भ िी
","भन्छु आज मनका कुरा","अन्जु पन्त , सुगम पोखरेल ","प्रेम"
"148","
ज ज भ् ि , चुपचाप  सहिदि्ु
ज ज भ् ि , चुपचाप  सहिदि्ु
घा अ बादल , घा अ बादल 
धे टाढा गइदि्ु, ज ज भ् ि 
ज ज चाह्य ि ै, सब  दि ँ
ि्ोह्ष  आफ् भी, ि् आश जिएँ
 भइग ह भ्दि , बिदा भइदि्ु
 भइग ह भ्दि , बिदा भइदि्ु
घा अ बादल , घा अ बादल 
धे टाढा गइदि्ु, ज ज भ् ि 
","जे जे भन्छौ","सुगम पोखरेल","प्रेम"
"149"," दि् ुट दि्ु, फे्ुप् सास दि्ु
घट बढ इ ं, ा ास दि्ु
कस ह कस, कस ह कस
 दि् ुट दि्ु, फे्ुप् सास दि्ु
घट बढ इ ं, ा ास दि्ु
कस ह कस, कस ह कस
कस िी कह हु ै दू
ए े हजु, ए े हजु, ए े हजु, ए े हजु
 ् दुि ोस्, हा् क  ्
बुट्टा ् अेक अेक ोस, हा् क  ्
हु्  ् दुि ोस्, हा् क  ्
बुट्टा ् अेक अेक ोस, हा् क  ्
कस ह कस, कस ह कस
हे्द जाँदा दुिँ य बद जु
ए े हजु, ए े हजु, ए े हजु, ए े हजु
िीवि पुा हु्, स्य   टाढा हु्ु
ंग ् ि ै,   सादा सादा हु्ु
ि बि पुा हु्, स्य  टाढा हु्ु
ंग ् ि ै,   सादा सादा हु्ु
कस ह कस, कस ह कस
कस ह कस, कस ह कस
ि् ्दा पा  खुस पु
ए े हजु, ए े हजु, ए े हजु, ए े हजु
ए े हजु, ए े हजु, ए े हजु, ए े हजु
ए…………….े हजु
","कसम हो कसम","सुगम पोखरेल","प्रेम"
"150","                
टा:
 ् गी गाउँु, ( ् गी गाउु)
 प्े गी बोस्, ( प्े गी बोस्)
टी:
ह ा ् डी, आफ् गी भोस्
टा:
 ् गी गाउँु,  प्े गी बोस
टी:
ह ा ् डी, आफ् गी भोस्
टा:
ा्ा ा्ा सप स् ्
टी:
िठा िठा विप स् ्
टा:
दु ुट  धड्क हु् हाँहाँ
टा टी:
ि े आँखा हे, ् पाउँ आफ् चि्
सजा सक्   िी, े य ुट भि्
ि े आँखा हे, ् पाउँ आफ् चि्
सजा सक्   िी, े य ुट भि्
टी:
ह ह ह ह ह ह 
टा:
आफ् भ्दा प् लाग्द  ि् जीव
टी:
आफ् वस  द ै  य 
टा:
ह 
आफ् भ्दा प् लाग्द  ि् जीव
टी:
आफ् वस  हुद ै  य 
टा:
डुल् ि् विपी
टी:
भुल् ि् विपी
टा टी:
स्झी ि घ घीीीी
ि े आँखा हे, ् पाउँ आफ् चि्
सजा सक्   िी, े य ुट भि्
","म यस्तो गीत गाउँछु","अन्जु पन्त , सुगम पोखरेल ","प्रेम"
