no,word,English,sentiment
653,घाँमको,ghammako,सकारात्मक
654,घामपानी,exposure,हर्ष
655,घामपानी,exposure,दुःखी 
656,घामपानीले,ghamapanile,सकारात्मक
657,घुमाउन,rotate,हर्ष
658,घुम्टो,veil,प्रेम
659,घुम्न,turn,सकारात्मक
660,घेरमा,doubting,नकारात्मक
661,चड्न,cadna,आशा
662,चढाइ,climbing,सकारात्मक
663,चढाइ,climbing,आशा
664,चन्चले,playful,रिस
665,चन्चले,playful,हर्ष
666,चन्चले,playful,सकारात्मक
667,चन्चले,playful,आश्चर्य
668,चन्द्रगिरि,candragiri,प्रेम
669,चन्द्रमा,moon,देशभक्त
670,चमेली,jasmine,हर्ष
671,चम्किलो,bright,हर्ष
672,चम्के,glory,हर्ष
673,चम्के,glory,सकारात्मक
674,चम्के,glory,विश्वास
675,चर्कन्छ,inability to,दुःखी 
676,चर्केको,cleft,नकारात्मक
677,चलेर,gUIDE,सकारात्मक
678,चलेर,gUIDE,विश्वास
679,चल्दैन,run,नकारात्मक
680,चाडै,sale,सकारात्मक
681,चाँडै,"soon,",आशा
682,चाँदनी,moonlight,हर्ष
683,चाँदनी,moonlight,प्रेम
684,चाँप,pinch,नकारात्मक
685,चारैतिर,round,सकारात्मक
686,चाल,move,सकारात्मक
687,चाल,move,आशा
688,चालीस,forty,प्रेम
689,चाँहनछु,camhanachu,प्रेम
690,चाहना,want,प्रेम
691,चाहना,want,आशा
692,चाहनालाई,desire,प्रेम
693,चाँहन्छु,rapture,आशा
694,चाँहन्छु,rapture,हर्ष
695,चाँहन्छु,rapture,सकारात्मक
696,चाहिँदैन,not need,सकारात्मक
697,चाह्यौ,plead,दुःखी 
698,चिट्ठी,,प्रेम
699,चिट्ठी,letter,आशा
700,चिठ्ठी,letter,आशा
701,चित्त,mind,प्रेम
702,चित्त,mind,दुःखी 
703,चित्र,picture,सकारात्मक
704,चिनीमा,sugar,सकारात्मक
705,चिन्न,know,सकारात्मक
706,चिरायु,ageless,हर्ष
707,चिर्बिरे,cirbire,दुःखी 
708,चिर्बिरे,,प्रेम
709,चिसो,cold,नकारात्मक
710,चीन,china,देशभक्त
711,चीयाबारी,ciyabari,प्रेम
712,चुम्यो,kissing,प्रेम
713,चुम्यो,kissing,सकारात्मक
714,चुर,STEAM,दुःखी 
715,चुरा,stealing,सकारात्मक
716,चुराको,steal,रिस
717,चुराको,steal,डर
718,चुराको,steal,नकारात्मक
719,चुराको,steal,दुःखी 
720,चुरोट,cigarette,नकारात्मक
721,चुल्बुले,culbule,हर्ष
722,चोखो,clean,हर्ष
723,चोखो,clean,सकारात्मक
724,चोखो,clean,विश्वास
725,चोट,injury,रिस
726,चोट,injury,डर
727,चोट,injury,नकारात्मक
728,चोट,injury,दुःखी 
729,चोटहरु,injuries,दुःखी 
730,चोटहरु,injuries,प्रेम
731,चोटि,time,आशा
732,चोटी,top,आशा
733,चोटी,top,सकारात्मक
734,चोटी,top,विश्वास
735,चोर,thief,रिस
736,चोर,thief,घृणा
737,चोर,thief,डर
738,चोर,thief,नकारात्मक
739,चोर,thief,दुःखी 
740,चोर,thief,आश्चर्य
741,चोली,brassiere,देशभक्त
742,चौतारी,chautari,सकारात्मक
743,चौबन्दी,caubandi,देशभक्त
744,छदा,distraught,नकारात्मक
745,छदा,distraught,दुःखी 
746,छमछम,chamachama,हर्ष
747,छर,sow,हर्ष
748,छली,insidious,रिस
749,छली,insidious,घृणा
750,छली,insidious,डर
751,छली,insidious,नकारात्मक
752,छलेको,deceit,रिस
753,छलेको,deceit,घृणा
754,छलेको,deceit,डर
755,छलेको,deceit,नकारात्मक
756,छलेको,deceit,दुःखी 
757,छलेको,deceit,आश्चर्य
758,छाइदियौ,chaidiyau,दुःखी 
759,छाडि,the pursuers,डर
760,छाडी,leave,नकारात्मक
761,छाडी,leave,दुःखी 
762,छाडी,leave,आश्चर्य
763,छाडीदेउ,chadideu,नकारात्मक
764,छाडीदेउ,,दुःखी 
765,छाड्दिन,give up,दुःखी 
766,छाड्दिन,give up,नकारात्मक
767,छाड्दिन,give up,प्रेम
768,छातीभरि,rightful,सकारात्मक
769,छातीभित्र,bowels,दुःखी 
770,छातीभित्र,,प्रेम
771,छातीमाथी,chatimathi,प्रेम
772,छाना,haunt,डर
773,छाना,haunt,नकारात्मक
774,छाया,shadow,दुःखी 
775,छाया,shadow,प्रेम
776,छायाँ,shadow,प्रेम
777,छायाँ,shadow,दुःखी 
778,छाँयाहरु,chamyaharu,दुःखी 
779,छिचोल्दै,obstacles,नकारात्मक
780,छिटै,soon,सकारात्मक
781,छिमेकी,neighbors,सकारात्मक
782,छिया,dirt,घृणा
783,छिया,dirt,नकारात्मक
784,छुक,desirous,सकारात्मक
785,छुट्टिने,separate,दुःखी 
786,छुट्टै,separate,दुःखी 
787,छुट्ने,leave,नकारात्मक
788,छुट्ने,leave,दुःखी 
789,छुट्ने,leave,आश्चर्य
790,छुट्याे,chutyae,नकारात्मक
791,छुन,touch,सकारात्मक
792,छुने,touching,आशा
793,छेउको,side,देशभक्त
794,छोड,leave,नकारात्मक
795,छोड,leave,दुःखी 
796,छोड,leave,आश्चर्य
797,छोडी,go,दुःखी 
798,छोड्ने,leave,नकारात्मक
799,छोड्ने,leave,दुःखी 
800,छोड्ने,leave,आश्चर्य
801,छोपेको,covered,नकारात्मक
802,छोरा,son,प्रेम
803,छोराले,the son,प्रेम
804,छोरी,daughter,हर्ष
805,छोरी,daughter,सकारात्मक
806,छोरीलाई,daughter,हर्ष
807,छोरीलाई,daughter,सकारात्मक
808,जगतमा,the universe,देशभक्त
809,जगमा,foundation,सकारात्मक
810,जङ्गी,igp,देशभक्त
811,जतन,Save,हर्ष
812,जतन,Save,सकारात्मक
813,जतन,Save,विश्वास
814,जताततै,everywhere,सकारात्मक
815,जन्ति,shouting,प्रेम
816,जन्ती,wedding,हर्ष
817,जन्ती,wedding,प्रेम
818,जन्म,birth,आशा
819,जन्म,birth,डर
820,जन्म,birth,हर्ष
821,जन्म,birth,सकारात्मक
822,जन्म,birth,विश्वास
823,जन्मका,birth,आशा
824,जन्मका,birth,डर
825,जन्मका,birth,हर्ष
826,जन्मका,birth,सकारात्मक
827,जन्मका,birth,विश्वास
828,जन्मघर,porters,प्रेम
829,जन्मघर,,हर्ष
830,जन्मदै,benoni,हर्ष
831,जन्मभुमिले,janmabhumile,देशभक्त
832,जन्मिएको,birth,आशा
833,जन्मिएको,birth,डर
834,जन्मिएको,birth,हर्ष
835,जन्मिएको,birth,सकारात्मक
836,जन्मिएको,,प्रेम
837,जन्मिएको,birth,विश्वास
838,जन्मेर,infant,आशा
839,जन्मेर,infant,डर
840,जन्मेर,infant,हर्ष
841,जन्मेर,infant,सकारात्मक
842,जन्मेर,infant,आश्चर्य
843,जय,victory,आशा
844,जय,victory,हर्ष
845,जय,victory,सकारात्मक
846,जय,victory,विश्वास
847,जय,,देशभक्त
848,जराहरु,jaraharu,विश्वास
849,जलाई,fire,डर
850,जलिरहेछ,jalirahecha,दुःखी 
851,जलेर,fire,दुःखी 
852,जल्छ,hell,रिस
853,जल्छ,hell,घृणा
854,जल्छ,hell,डर
855,जल्छ,hell,नकारात्मक
856,जल्छ,hell,दुःखी 
857,जल्छे,jalche,दुःखी 
858,जवानी,youth,रिस
859,जवानी,youth,आशा
860,जवानी,youth,डर
861,जवानी,youth,हर्ष
862,जवानी,youth,सकारात्मक
863,जवानी,youth,आश्चर्य
864,जाऊ,go,दुःखी 
865,जाऊँ,go,नकारात्मक
866,जागिरे,employed,सकारात्मक
867,जाँड,brewery,दुःखी 
868,जाँड,brewery,प्रेम
869,जाँडरक्सी,alcohol,दुःखी 
870,जाँडरक्सी,alcohol,प्रेम
871,जाँडले,jamdale,प्रेम
872,जाँडले,jamdale,रिस
873,जाँडले,jamdale,दुःखी 
874,जाति,race,देशभक्त
875,जातिलाई,nations,देशभक्त
876,जाँदा,when,नकारात्मक
877,जाँदा,,दुःखी 
878,जादू,magic,सकारात्मक
879,जानु,go,दुःखी 
880,जानू,janu,दुःखी 
881,जान्छ,goes,दुःखी 
882,जान्न,know,सकारात्मक
883,जालमा,trap,प्रेम
884,जाली,fake,नकारात्मक
885,जिउँदै,alive,आशा
886,जिउँदै,alive,हर्ष
887,जिउँदै,alive,सकारात्मक
888,जिउँदै,alive,विश्वास
889,जिउंदो,aboriginal,देशभक्त
890,जिउनेछु,will live,आशा
891,जिउनेछु,,हर्ष
892,जिउनेछु,,सकारात्मक
893,जिएँ,live it,सकारात्मक
894,जितेकै,jitekai,देशभक्त
895,जित्दैछन,jitdaichana,सकारात्मक
896,जित्नु,winning,आशा
897,जित्नु,winning,घृणा
898,जित्नु,winning,हर्ष
899,जित्नु,winning,सकारात्मक
900,जित्नु,winning,दुःखी 
901,जित्नु,winning,आश्चर्य
902,जित्नु,winning,विश्वास
903,जित्ने,to win,सकारात्मक
904,जित्ने,,हर्ष
905,जित्नै,to overcome,सकारात्मक
906,जित्नै,to overcome,हर्ष
907,जित्नै,to overcome,आशा
908,जिन्दगानी,jindagani,हर्ष
909,जिन्दगानी,,दुःखी 
910,जिन्दगीले,the life,सकारात्मक
911,जिबन,jibon,सकारात्मक
912,जिबन,jibon,प्रेम
913,जिरिरि,jiriri,हर्ष
914,जिवनको,lives,हर्ष
915,जिवनसाथी,jivanasathi,प्रेम
916,जिस्काउन,teasing,रिस
917,जिस्काउन,teasing,डर
918,जिस्काउन,teasing,नकारात्मक
919,जीवनको﻿,life,सकारात्मक
920,जीवनभर,lifetime,प्रेम
921,जीवनभरको,lifetime,देशभक्त
922,जीवनभरको,,प्रेम
923,जीवनले,life,हर्ष
924,जीवनले,,प्रेम
925,जीवनले,,दुःखी 
926,जीवभरी,jivabhari,प्रेम
927,जीवभरी,jivabhari,आशा
928,जुठो,wash,प्रेम
929,जुडछ,judacha,हर्ष
930,जुडछ,,सकारात्मक
931,जुन,the,हर्ष
932,जुनका,junaka,प्रेम
933,जुनका,junaka,हर्ष
934,जुनकिरी,junakiri,हर्ष
935,जुनलाई,something,सकारात्मक
936,जुनलाई,,हर्ष
937,जुनि,.Love,प्रेम
938,जुनी,junie,प्रेम
939,जुनीजुनी,junijuni,सकारात्मक
940,जुनीभरको,junibharako,विश्वास
941,जुनीभरको,,सकारात्मक
942,जुनेली,vasishta,प्रेम
943,जून,june,हर्ष
944,जूनको,in June,प्रेम
945,जूनि,jr.,प्रेम
946,जूनि,jr.,हर्ष
947,जोगाएर,preserved,प्रेम
948,जोड,emphasis,सकारात्मक
949,जोडिन्छ,is charged,सकारात्मक
950,जोडी,added,प्रेम
951,जोडीले,couple,प्रेम
952,जोबन,jobana,प्रेम
953,जोबन,,हर्ष
954,जोवन,jovan,प्रेम
955,जोवनले,jovanale,प्रेम
956,ज्ञानको,wisdom,सकारात्मक
957,ज्ञानको,wisdom,विश्वास
958,ज्ञानभूमि,jnanabhumi,देशभक्त
959,ज्यानको,soul,प्रेम
960,ज्योतिको,light,सकारात्मक
961,ज्योतिको,,प्रेम
962,झझल्को,clause,दुःखी 
963,झझल्को,,हर्ष
964,झन्झनाइ,jhanjhanai,दुःखी 
965,झमेला,mess,घृणा
966,झमेला,mess,नकारात्मक
967,झरनाको,brook,हर्ष
968,झरी,rain,दुःखी 
969,झरे,down,दुःखी 
970,झरेको,fallen,दुःखी 
971,झर्छ,fall,नकारात्मक
972,झर्छ,fall,दुःखी 
973,झर्दो,jhardo,दुःखी 
974,झर्यो,dropped,दुःखी 
975,झलझल,jhalajhala,दुःखी 
976,झलझली,vividly,दुःखी 
977,झलझली,,प्रेम
978,झलल,jhalala,दुःखी 
979,झललल,jhalalala,हर्ष
980,झल्किरहने,jhalkirahane,सकारात्मक
981,झल्झली,the oddest,हर्ष
982,झसंगै,jolted,आश्चर्य
983,झस्काउँला,jhaskaumla,दुःखी 
984,झारिदिन्छु,to fall,प्रेम
985,झारिदिन्छु,to fall,दुःखी 
986,झारी,bread,दुःखी 
987,झिलिमिलि,jhilimili,हर्ष
988,झुकेथ्यौँ,jhukethyaum,दुःखी 
989,झुकेथ्यौँ,,डर
990,झुकेन,meek,देशभक्त
991,झुकेन,,दुःखी 
992,झुक्दा,ou,देशभक्त
993,झुटो,FALSE,दुःखी 
994,झुठो,false,नकारात्मक
995,झुमु,jhumu,हर्ष
996,झुम्यो,capacity crowd,हर्ष
997,झुलाएर,jhulaera,रिस
998,झ्याप,jhyapa,प्रेम
999,झ्याप,jhyapa,रिस
1000,झ्याप,jhyapa,दुःखी 
1001,टाकन,tacana,हर्ष
1002,टाढा,from,प्रेम
1003,टाढा,from,दुःखी 
1004,टाढिनै,tadhinai,दुःखी 
1005,टाढियौ,tadhiyau,दुःखी 
1006,टाढै,avoid,डर
1007,टाढै,avoid,नकारात्मक
1008,टिका,hinges,सकारात्मक
1009,टिस्टा,tista,देशभक्त
1010,टीका,vaccine,सकारात्मक
1011,टीका,,देशभक्त
1012,टुकुन,tukun,हर्ष
1013,टुक्रा,pieces,दुःखी 
1014,टुटेफुटेका,mouldering,दुःखी 
1015,टूटी,broken,रिस
1016,टूटी,broken,डर
1017,टूटी,broken,नकारात्मक
1018,टूटी,broken,दुःखी 
1019,टोपि,hood,रिस
1020,टोपि,hood,घृणा
1021,टोपि,hood,डर
1022,टोपि,hood,नकारात्मक
1023,टोपी,hat,देशभक्त
1024,टोलाउंछु,tolaunchu,प्रेम
1025,ट्यालेन्ट,talent,सकारात्मक
1026,ठन्डि,thandi,नकारात्मक
1027,ठमेल,thamel,प्रेम
1028,ठहर,stop,नकारात्मक
1029,ठाउ,accommodation,सकारात्मक
1030,ठुलो,great,सकारात्मक
1031,डढेको,bURNT,घृणा
1032,डढेको,bURNT,दुःखी 
1033,डढेको,bURNT,नकारात्मक
1034,डढेलो,fires,दुःखी 
1035,डर,fear,रिस
1036,डर,fear,डर
1037,डर,fear,नकारात्मक
1038,डरहरु,fears,डर
1039,डाँडईमा,damdaima,प्रेम
1040,डाँडा,mountain,देशभक्त
1041,डाँडाकाँडा,mountains,देशभक्त
1042,डाँडाको,Sermon,सकारात्मक
1043,डाँडाको,Sermon,विश्वास
1044,डाँडामा,mountain,आशा
1045,डुंगामा,ferry,प्रेम
1046,डुबि,tarried,प्रेम
1047,डुबि,tarried,दुःखी 
1048,डुबिरहेछु,dubirahechu,दुःखी 
1049,डुबिसक्यो,dubisakyo,दुःखी 
1050,डुब्दै,fleeting,प्रेम
1051,डुब्दै,fleeting,हर्ष
1052,डुब्दै,fleeting,दुःखी 
1053,डुब्न,sink,दुःखी 
1054,डुब्न,,नकारात्मक
1055,डुब्यो,balaklava,दुःखी 
1056,डुल्ने,hike,सकारात्मक
1057,डूब्यो,loosing,दुःखी 
1058,डेटिंग,dating,प्रेम
1059,डोर्याए,guided,सकारात्मक
1060,डोर्याए,,विश्वास
1061,ड्याड,dad,सकारात्मक
1062,ड्याड,,प्रेम
1063,ड्रिम,dream,प्रेम
1064,ड्रिम,,हर्ष
1065,ड्रिम,,दुःखी 
1066,ढलपल,waver,डर
1067,ढलपल,waver,नकारात्मक
1068,ढलि,dhali,दुःखी 
1069,ढाका,dhaka,देशभक्त
1070,ढाकिने,covered,सकारात्मक
1071,ढाक्ने,cover,विश्वास
1072,ढुकढकी,dhukadhaki,प्रेम
1073,ढुकढुकिने,dhukadhukine,प्रेम
1074,ढुकढुकिने,,दुःखी 
1075,ढुकढुकी,heartbeat,प्रेम
1076,ढुंगा,stone,रिस
1077,ढुंगा,stone,नकारात्मक
1078,ढुंगे,Dark,दुःखी 
1079,तड्पिन्छ,tadpincha,दुःखी 
1080,तनमा,tanama,प्रेम
1081,तयार,ready,आशा
1082,तराई,lowland,देशभक्त
1083,तराईमा,Terai,देशभक्त
1084,तराईमा,Terai,देशभक्त
1085,तरिदिउंला,taridiunla,प्रेम
1086,तर्केको,fail to,दुःखी 
1087,तर्छौ,overflow,नकारात्मक
1088,तल,bottom,नकारात्मक
1089,तल,bottom,दुःखी 
1090,तलाउको,drown,डर
1091,तलाउको,drown,नकारात्मक
1092,तलाउको,drown,दुःखी 
1093,तस्बिर,image,प्रेम
1094,तस्बिरै,tasbirai,प्रेम
1095,तस्बिरै,,दुःखी 
1096,तह,fold,सकारात्मक
1097,तातो,hot,रिस
1098,तारा,star,आशा
1099,तारा,star,हर्ष
1100,तारा,star,सकारात्मक
1101,तारा,star,विश्वास
1102,ताल,beat,सकारात्मक
1103,तालमा,lake,सकारात्मक
1104,तालै,talai,प्रेम
1105,तिता,hostility,रिस
1106,तिता,hostility,घृणा
1107,तिता,,दुःखी 
1108,तिता,hostility,नकारात्मक
1109,तितो,bitter,नकारात्मक
1110,तिब्बत,tibet,देशभक्त
1111,तिमीबाहेक,wake,प्रेम
1112,तिमीबिना,without you,दुःखी 
1113,तिमीविना,timivina,दुःखी 
1114,तिम्रै,yours,प्रेम
1115,तिर्खा,thirst,आशा
1116,तिर्खा,thirst,दुःखी 
1117,तिर्खा,thirst,आश्चर्य
1118,तिर्खाएको,thirsty,नकारात्मक
1119,तिर्खाको,thirsty,नकारात्मक
1120,तिर्खामा,thirst,आशा
1121,तिर्खामा,thirst,दुःखी 
1122,तिर्खामा,thirst,आश्चर्य
1123,तिलहरी,sexist,सकारात्मक
1124,तीजमा,dhwoju,सकारात्मक
1125,तीता,hot,रिस
1126,तृष्णा,thirst,आशा
1127,तृष्णा,thirst,दुःखी 
1128,तृष्णा,thirst,आश्चर्य
1129,तै,tae,प्रेम
1130,तै,tae,रिस
1131,तोड,break,आश्चर्य
1132,तोडिन्छ,erodes,दुःखी 
1133,तोडिन्छ,,विश्वास
1134,तोडिन्छ,,नकारात्मक
1135,तोड़ी,breaks,दुःखी 
1136,तोडेर,breaking,दुःखी 
1137,तोड्नेलाई,breakers,दुःखी 
1138,तोड्यौ,walked in,दुःखी 
1139,तोड्यौ,walked in,डर
1140,त्यागेर,abandoning,दुःखी 
1141,थपनि,thapani,देशभक्त
1142,थर्काई,shake,डर
1143,थर्काई,shake,नकारात्मक
1144,थाकी,thaki,नकारात्मक
1145,थाकेको,tired,नकारात्मक
1146,थाक्छु,thakchu,नकारात्मक
1147,थामी,thami,आशा
1148,थालीमा,begging,नकारात्मक
1149,थुँगा,leaps,देशभक्त
1150,थोपा,drops,प्रेम
1151,दक्षिण,south,देशभक्त
1152,दंगै,dangai,हर्ष
1153,दनदनी,Aflame,सकारात्मक
1154,दशा,state,दुःखी 
1155,दहि,butter,सकारात्मक
1156,दहि,butter,आशा
1157,दहि,butter,हर्ष
1158,दाईको,dai,विश्वास
1159,दाजु,brother,सकारात्मक
1160,दाजु,brother,विश्वास
1161,दाजैले,dajaile,प्रेम
1162,दान,donation,सकारात्मक
1163,दिईन,sorely,नकारात्मक
1164,दिईन,sorely,दुःखी 
1165,दिईसकेछु,diisakechu,प्रेम
1166,दिउला,diula,सकारात्मक
1167,दिंछ,dincha,हर्ष
1168,दिदीले,dora,विश्वास
1169,दिदै,giving,सकारात्मक
1170,दिनले,day,सकारात्मक
1171,दिनले,,हर्ष
1172,दिनले,the sun,सकारात्मक
1173,दिनले,,हर्ष
1174,दिन्छ,allows,सकारात्मक
1175,दिन्छन,oppression,रिस
1176,दिन्छन,oppression,घृणा
1177,दिन्छन,oppression,डर
1178,दिन्छन,oppression,नकारात्मक
1179,दिन्छन,oppression,दुःखी 
1180,दिन्ने,dinne,सकारात्मक
1181,दिन्नौ,outlets,नकारात्मक
1182,दिप,deep,सकारात्मक
1183,दियोमा,lamps,सकारात्मक
1184,दिर्घायुको,bounty,आशा
1185,दिर्घायुको,bounty,हर्ष
1186,दिर्घायुको,bounty,सकारात्मक
1187,दिर्घायुको,bounty,विश्वास
1188,दिल,heart,प्रेम
1189,दिल,,हर्ष
1190,दिलको,,आशा
1191,दिलको,,प्रेम
1192,दिलको,cute,सकारात्मक
1193,दिलमा,heart,प्रेम
1194,दिलमा,,विश्वास
1195,दिलमा,,हर्ष
1196,दिलमा,,दुःखी 
1197,दिलैको,grins,प्रेम
1198,दिल्,dil,प्रेम
1199,दिल्,dil,हर्ष
1200,दिल्,dil,दुःखी 
1201,दीन,poor,दुःखी 
1202,दुख,misery,रिस
1203,दुख,misery,घृणा
1204,दुख,misery,डर
1205,दुख,misery,नकारात्मक
1206,दुख,misery,दुःखी 
1207,दुःख,suffer,नकारात्मक
1208,दुखेको,pain,डर
1209,दुखेको,pain,नकारात्मक
1210,दुखेको,pain,दुःखी 
1211,दुःखैमा,exceedingly,नकारात्मक
1212,दुख्ख,hardship,नकारात्मक
1213,दुख्ख,hardship,दुःखी 
1214,दुख्यो,sigh,दुःखी 
1215,दुनियाँ,world,देशभक्त
1216,दुनियाँ,,हर्ष
1217,दुनियाँ,,दुःखी 
1218,दुनियामा,the world of,देशभक्त
1219,दुनियाले,duniyale,प्रेम
1220,दुर,distance,दुःखी 
1221,दुर,distance,नकारात्मक
1222,दुरी,distance,दुःखी 
1223,दुर्दशा,plight,आशा
1224,दुर्दशा,plight,घृणा
1225,दुर्दशा,plight,डर
1226,दुर्दशा,plight,नकारात्मक
1227,दुर्दशा,plight,दुःखी 
1228,दुलही,,प्रेम
1229,दुलही,bride,आशा
1230,दुलही,bride,हर्ष
1231,दुलही,bride,सकारात्मक
1232,दुलही,bride,विश्वास
1233,दुष्ट,evil,रिस
1234,दुष्ट,evil,घृणा
1235,दुष्ट,evil,डर
1236,दुष्ट,evil,नकारात्मक
1237,दुष्ट,evil,दुःखी 
1238,दूर,away,दुःखी 
1239,दूर,,प्रेम
1240,देउ,let,प्रेम
1241,देउता,god,आशा
1242,देउता,god,डर
1243,देउता,god,हर्ष
1244,देउता,god,सकारात्मक
1245,देउता,god,विश्वास
1246,देउराली,The monuments,देशभक्त
1247,देउसी,deusi,देशभक्त
1248,देखाउन,show,विश्वास
1249,देखाऊ,show,विश्वास
1250,देखेर,seeing,हर्ष
1251,देखेर,,दुःखी 
1252,देवता,god,आशा
1253,देवता,god,डर
1254,देवता,god,हर्ष
1255,देवता,god,सकारात्मक
1256,देवता,god,विश्वास
1257,देवर,brother,सकारात्मक
1258,देवर,brother,विश्वास
1259,देवी,goddess,आशा
1260,देवी,goddess,डर
1261,देवी,goddess,हर्ष
1262,देवी,goddess,सकारात्मक
1263,देवी,goddess,विश्वास
1264,देश,country,देशभक्त
1265,देश,country,देशभक्त
1266,दैबको,daibako,सकारात्मक
1267,दैलो,the doors,सकारात्मक
1268,दोधारे,unstable,डर
1269,दोधारे,unstable,नकारात्मक
1270,दोधारे,unstable,आश्चर्य
1271,दौडिदै,running,हर्ष
1272,दौडिदै,running,सकारात्मक
1273,दौडिदै,running,आशा
1274,धड्कन,rate,प्रेम
1275,धड्कन,rate,प्रेम
1276,धन्दा,worry,आशा
1277,धन्दा,worry,डर
1278,धन्दा,worry,नकारात्मक
1279,धन्दा,worry,दुःखी 
1280,धर्ति,dharti,देशभक्त
1281,धर्तिमा,dhartima,देशभक्त
1282,धर्ती,earth,देशभक्त
1283,धर्तीले,earth,प्रेम
1284,धर्म,religion,विश्वास
1285,धर्म,religion,देशभक्त
1286,धाई,nurse,सकारात्मक
1287,धाई,nurse,विश्वास
1288,धुकधुकी,palpitations,प्रेम
1289,धुनमा,duck,प्रेम
1290,धुनमा,duck,हर्ष
1291,धुनमा,duck,सकारात्मक
1292,धुलो,dust,नकारात्मक
1293,धुलोमा,dust,नकारात्मक
1294,धोका,deceive,रिस
1295,धोका,deceive,घृणा
1296,धोका,deceive,नकारात्मक
1297,धोका,deceive,दुःखी 
1298,ध्वोजा,dhvoja,देशभक्त
1299,नक्कली,duplicate,दुःखी 
1300,नक्कली,duplicate,नकारात्मक
