x,text,artist,song,year,album
22,"केटा:
छाइदियौ तिमी मेरो जीवनमा, खुशीको बहार बनेर
छाइदियौ तिमी मेरो जीवनमा, खुशीको बहार बनेर
आइदियौ तिमी मेरो संसारमा, सृष्टिको उपहार बनेर
सृष्टिको उपहार बनेर
केटी:
नदेखें तिमीलाई एकै छिन, आकाश खसे झैं लाग्छ
नबोले तिमी एकै पल, धर्ती भास्से झैं लाग्छ
नबोले तिमी एकै पल, धर्ती भास्से झैं लाग्छ
केटा:
बाटो काटी नहिड्नु है, नदेखे झैं गरी
यस्तै खुशी यस्तै माया, दिन्छु सधैं भरीलाई
हो….बाटो काटी नहिड्नु है, नदेखे झैं गरी
यस्तै खुशी यस्तै माया, दिन्छु सधैं भरीलाई
केटी:
छाइदियौ तिमी मेरो जीवनमा, खुशीको बहार बनेर
आइदियौ तिमी मेरो संसारमा, सृष्टिको उपहार बनेर
सृष्टिको उपहार बनेर
फूल त्यसै कहाँ फुल्छ र गोडमेलै नगरी
बनिदिनु तिमी मेरो दिलैको नाम चौतारी
फूल त्यसै कहाँ फुल्छ र गोडमेलै नगरी
बनिदिनु तिमी मेरो दिलैको नाम चौतारी
केटा:
नदेखें तिमीलाई एकै छिन, आकाश खसे झैं लाग्छ
नबोले तिमी एकै पल, धर्ती भास्से झैं लाग्छ
नबोले तिमी एकै पल, धर्ती भास्से झैं लाग्छ
","एकदेव लिम्बु , सुनिता थेगिम लिम्बु ",छाइदियौ तिमी मेरो जीवनमा,2017,
23,"फूल या हो जून मेरो, माया कुन हो कुन
फूल या हो जून मेरो, माया कुन हो कुन
कुन्नी के को आभास हो यो
छुन छुन छुन छुन छुन छुन छुन
छुन छुन छुन छुन छुन छुन छुन
फूल या हो जून मेरो, माया कुन हो कुन
फूल या हो जून मेरो, माया कुन हो कुन
कुन्नी के को आभास हो यो
छुन छुन छुन छुन छुन छुन छुन
छुन छुन छुन छुन छुन छुन छुन
फूल भनौं भने मेरो काँडा बिझिदेला
जून भनौं भने मेरो टाढा बसिदेला
फूल भनौं भने मेरो काँडा बिझिदेला
जून भनौं भने मेरो टाढा बसिदेला
सूर या हो धुन मेरो, माया कुन हो कुन
सूर या हो धुन मेरो, माया कुन हो कुन
कुन्नी के को आभास हो यो
छुन छुन छुन छुन छुन छुन छुन
छुन छुन छुन छुन छुन छुन छुन
रुप हेर्यो कति राम्रो, आँखै लोभ्याइ जाने
एकोहोरो हेरिरहें, होसै उडाइ लाने
रुप हेर्यो कति राम्रो, आँखै लोभ्याइ जाने
एकोहोरो हेरिरहें, होसै उडाइ लाने
चांदी या हो सुन मेरो, माया कुन हो कुन
चांदी या हो सुन मेरो, माया कुन हो कुन
कुन्नी के को आभास हो यो
छुन छुन छुन छुन छुन छुन छुन
छुन छुन छुन छुन छुन छुन छुन
फूल या हो जून मेरो, माया कुन हो कुन
फूल या हो जून, मेरो, माया कुन हो कुन
कुन्नी के को आभास हो यो
छुन छुन छुन छुन छुन छुन छुन
छुन छुन छुन छुन छुन छुन छुन
छुन छुन छुन छुन छुन छुन छुन
छुन छुन छुन छुन छुन छुन छुन
","
सबिन लिम्बु ",फूल या हो जून ,2017,
24,"सानीलाई….
छोएर….
बगेको….
पानी….
खाइदिऊला….
मै मरी जाउँला सानीलाई, छोई कसम खाइदिउंला
लैजाउँला
म पनि आउँला संगसंगै, साइनोले बाँधिदिउंला
लैजाउँला
हो……मै मरी जाउँला सानीलाई, छोई कसम खाइदिउंला
लैजाउँला
दुई वचन मीठो गरि बोलि देऊ न
नगरी कुनै बहाना
मनको कुरा नलुकाई खोलिदेउन, यही नै मेरो चाहा..ना
आकाश बाँधी जुन तारा टिपेर, सिउँदो भर्रौंला
लैजाउँला
हो…..मायाले बाँधे मन त के छ र ज्यानै दि दिउंला
लैजाउँला
सानीलाई….
छोएर….
बहेको….
हावा….
खाइदिऊला….
नदेखे झैँ गरे पनि सहि दिउंला म
देखे सरि भो, कहाँ कहाँ
सयौँ खोला तरिदिउंला, तिम्रो लागि म
तिमी छौ जहाँ, म वहाँ….
पठाउनेलाई के छ र, तिम्रो पछि पछि आइदिउंला
लैजाउँला
हो…. गर्दिन है बैमानी, जुनी जुनी तिम्रै भैदिउंला
लैजाउँला
मै मरी जाउँला, सानीलाई छोई कसम खाईदिउंला
लैजाउँला
म पनि आउँला संग-संगै, साइनोले बाँधी दिउंला
लैजाउँला
हो……मै मरी जाउँला, सानीलाई छोई कसम खाईदिउंला
लैजाउँला
","दीपक बज्राचार्य , रिक्की शाक्य ",सानी,2017,
25,"केटा:
दुई चुल्ठी बाट्नेलाई, पटुकी कस्नेलाई
दुई चुल्ठी बाट्नेलाई, पटुकी कस्नेलाई
लैजाउं लैजाउं लाग्छ, हौ लैजाउं लैजाउं लाग्छ
केटी:
ढाका टोपी लाउनेलाई, त्यो आँखा सन्काउनेलाई
ढाका टोपी लाउनेलाई, त्यो आँखा सन्काउनेलाई
रोजूं रोजूं लाग्छ, हौ रोजूं रोजूं लाग्छ
केटा केटी:
मन मिले मन साटौंला, चोखो माया गांसौंला
मन मिले मन साटौंला, चोखो माया गांसौंला
ज्यानै दिए डांडई काटौंला, हौ ज्यानै दिए डांड्यै काटौंला
केटा:
सिम खेतलाई सिमकै पानी, टारी खेतलाई कुलो
सिम खेतलाई सिमकै पानी, टारी खेतलाई कुलो
यो संसारमा सबै भन्दा माया रैछ ठुलो
हौ यो संसारमा सबै भन्दा माया रैछ ठुलो
केटी:
कलकल बग्ने मूलको पानी अन्जुलीले पिउंला
कलकल बग्ने मूलको पानी अन्जुलीले पिउंला
साँचो माया दिन्छौ भने ज्यानै सुम्पीदिउँला
साँचो माया दिन्छौ भने ज्यानै सुम्पीदिउँला
केटा:
दुई चुल्ठी बाट्नेलाई, पटुकी कस्नेलाई
दुई चुल्ठी बाट्नेलाई, पटुकी कस्नेलाई
लैजाउं लैजाउं लाग्छ, हौ लैजाउं लैजाउं लाग्छ
वरपिपललाई साँची राखी आजै कसम खान्छु
वरपिपललाई साँची राखी आजै कसम खान्छु
राजीखुशी भयौ भने यहि मंसिरमा लान्छु
हौ राजीखुशी भयौ भने यहि मंसिरमा लान्छु
केटी:
कहिले वारी कहिले पारी, व्यर्थ्यै किन धाउनु
कहिले वारी कहिले पारी, व्यर्थ्यै किन धाउनु
यो मनले रोज्यो तिम्लाई घरमै माग्न आउनु
यो मनले रोज्यो तिम्लाई घरमै माग्न आउनु
केटा:
दुई चुल्ठी बाट्नेलाई, पटुकी कस्नेलाई
दुई चुल्ठी बाट्नेलाई, पटुकी कस्नेलाई
लैजाउं लैजाउं लाग्छ, हौ लैजाउं लैजाउं लाग्छ
केटी:
ढाका टोपी लाउनेलाई, त्यो आँखा सन्काउनेलाई
रोजूं रोजूं लाग्छ, हौ रोजूं रोजूं लाग्छ
केटा केटी:
मन मिले मन साटौंला, चोखो माया गांसौंला
मन मिले मन साटौंला, चोखो माया गांसौंला
ज्यानै दिए डांडई काटौंला, हौ ज्यानै दिए डांड्यै काटौंला
"," राजेश पायल राई , मेलिना राई ",दुई चुल्ठो,2017,मुर्चुङ्गा 
26,"केटी:
चोखो माया दिए पुग्छ मलाई
चाहिदैन सुन चाँदी मलाई
न्यानो माया दिए पुग्छ मलाई
तिम्रो हृदय को कुना राखी मलाई
केटा:
सहन सक्दिन म
तिम्ले अरु कसैलाई जानी नजानी छोएको
केटी:
सहन सक्दिन म
तिम्ले अरु कसैलाई जानी नजानी छोएको
केटा:
यो मन कल्पी दिन्छ, मनमा पीडा हुन्छ
कसरी सम्हालू खोइ मेरो यो ज्यानलाई
केटा:
तिम्रो साथ विना, तिम्रो माया विना
यो जीवन अधुरो रहन्छ
केटी:
तिम्रो साथ पाए, माया पाए
यो जूनी सजिलै काटिन्छ
केटा:
सहन सक्दिन म
तिम्ले अरु कसैलाई जानी नजानी छोएको
केटी:
तिमीलाई नै हेरे, तिम्रो कुरा गरी
आफै हराउछु म
केटा:
यो हात थामी त्यो साथ पाए
यो बाटो सजिलै काटिन्छ
केटी:
सहन सक्दिन म
तिम्ले अरु कसैलाई जानी नजानी छोएको
	
","कमल खत्री ,श्रेया सोतांग ",चोखो माया दिए पुग्छ मलाई,2017,
27,"ल्याइदिउंला तिलहरी, ल्याइदिउंला बुलकी इ इ इ इ….इ
ल्याइदिउंला तिलहरी, ल्याइदिउंला बुलकी इ
आगौको सालैमा धपक्कै पियारी
ल्याइदिउंला तिलहरी, ल्याइदिउंला बुलकी
आगौको सालैमा धपक्कै पियारी
ल्याइदिउंला तिलहरी, ल्याइदिउंला बुलकी इ इ इ….इ
सिरानी राइफलको सिरानी, मारुनी मन भने मारुनी
नाच्छ नि छमछम छमछम छम् छम् मारुनी
थपनि मुटुमै थपनि, सपनी तिम्रो नै सपनी
आउछ नि झनझन झनझन झन् झन् सपनी
जहिले मन दोधारे, तीर कहिले होला नि
ल्याउंला तिलहरी, ल्याइदिउंला बुलकी इ इ इ इ….इ
लाइरने तेइ माया लाइरने, गाइरने विरह गाइरने
मुटुले पलपल पलपल पल् पल् विरह
बिहानी साँझै र बिहानी, आइरनी झझल्को आइरनी
आँखैमा झलझल झलझल झल् झल् गाउँघर
तहिले मन चंगा यो, भेट जहिले होला नि
ल्याउंला तिलहरी, ल्याइदिउंला बुलकी इ इ इ इ….इ
	
",काली प्रसाद बास्कोटा,"ल्याइदिउंला तिलहरी, ल्याइदिउंला बुलकी",2017,
28,"		
केटा:
म यस्तो गीत गाउँछु, (म यस्तो गीत गाउछु)
जुन प्रेम गीत बनोस्, (जुन प्रेम गीत बनोस्)
केटी:
हर माया गर्ने जोडीले, आफ्नै गीत भनोस्
केटा:
म यस्तो गीत गाउँछु, जुन प्रेम गीत बनोस
केटी:
हर माया गर्ने जोडीले, आफ्नै गीत भनोस्
केटा:
राम्रा राम्रा सपना होस् त्यहाँ
केटी:
मिठा मिठा विपना होस् त्यहाँ
केटा:
दुई मुटु एक धड्कन हुन्छ जहाँहाँहाँ
केटा केटी:
नियालेर मेरो आँखामा हेर, त्यहाँ पाउँछौ आफ्नै चित्र
सजाई सक्या छु मैले तिमीलाई, मेरो यो मुटु भित्र
नियालेर मेरो आँखामा हेर, त्यहाँ पाउँछौ आफ्नै चित्र
सजाई सक्या छु मैले तिमीलाई, मेरो यो मुटु भित्र
केटी:
हो हो हो हो हो हो हो
केटा:
आफ्नै भन्दा प्यारो लाग्दो रैछ तिम्रो जीवन
केटी:
आफ्नै वसमा कहाँ हुँदो रैछ र यो मन
केटा:
हो हो
आफ्नै भन्दा प्यारो लाग्दो रैछ तिम्रो जीवन
केटी:
आफ्नै वसमा कहाँ हुदो रैछ र यो मन
केटा:
डुल्छ तिम्रै वरिपरी
केटी:
भुल्छ तिम्रै वरिपरी
केटा केटी:
सम्झीएर तिमीलाई घरी घरीरीरीरी
नियालेर मेरो आँखामा हेर, त्यहाँ पाउँछौ आफ्नै चित्र
सजाई सक्या छु मैले तिमीलाई, मेरो यो मुटु भित्र
","अन्जु पन्त , सुगम पोखरेल ",म यस्तो गीत गाउँछु ,2017,
29,"मन दिन्छु मुटु दिन्छु, फेर्नुपर्ने सास दिन्छु
घटी बढी होइन सधैं, माया एकनास दिन्छु
कसम हो कसम, कसम हो कसम
मन दिन्छु मुटु दिन्छु, फेर्नुपर्ने सास दिन्छु
घटी बढी होइन सधैं, माया एकनास दिन्छु
कसम हो कसम, कसम हो कसम
कसम तिमीसंग कहिले हुने छैन दूर
ए मेरो हजुर, ए मेरो हजुर, ए मेरो हजुर, ए मेरो हजुर
कुरा गर्ला दुनियाले गरोस्, हाम्रो के नै जान्छ
बुट्टा भर्ला अनेक अनेक भरोस, हाम्रो के नै जान्छ
हुम्मम कुरा गर्ला दुनियाले गरोस्, हाम्रो के नै जान्छ
बुट्टा भर्ला अनेक अनेक भरोस, हाम्रो के नै जान्छ
कसम हो कसम, कसम हो कसम
हेर्दै जाँदा दुनियाँ यो बदलेला जरुर
ए मेरो हजुर, ए मेरो हजुर, ए मेरो हजुर, ए मेरो हजुर
तिमीविना पुरा हुन्न, सत्य म त टाढा हुन्छु
रंग जान्छ तिमी संगै, म त सादा सादा हुन्छु
तिमी बिना पुरा हुन्न, सत्य म टाढा हुन्छु
रंग जान्छ तिमी संगै, म त सादा सादा हुन्छु
कसम हो कसम, कसम हो कसम
कसम हो कसम, कसम हो कसम
तिम्ले गर्दा पाएको छु खुसि भरपुर
ए मेरो हजुर, ए मेरो हजुर, ए मेरो हजुर, ए मेरो हजुर
ए मेरो हजुर, ए मेरो हजुर, ए मेरो हजुर, ए मेरो हजुर
ए…………….मेरो हजुर
",सुगम पोखरेल ,कसम हो कसम,2017,ए मेरो हजुर २ 
30,"केटा:
टक्क
टक्क टाकन टुकुन टाकन टुकुन टाकन टुकुन टक्क
टाकन टुकुन टाकन टुकुन टाकन टुकुन टक्क
टाकन टुकुन टाकन टुकुन टाकन टुकुन टक्क
टाकन टुकुन टाकन टुकुन टाकन टुकुन टक्क
केटी:
रुरुरुरुरुरुरु रुरुरुरुरुरुरु
तिन पाथी मकै दुई पाथी कोदो घट्टैमा पिनेर
तिन पाथी मकै दुई पाथी कोदो घट्टैमा पिनेर
आईपुगें म त हजुरलाई भेट्न घर धन्दा छिनेर
माया हातमा रुमाल हल्लाऊदै, माया हातमा रुमाल हल्लाऊदै
माया हातमा रुमाल हल्लाऊदै, माया हातमा रुमाल हल्लाऊदै
केटा:
सिरैमा सिरफुल निधारमा टिकी, क्या राम्री भाकी छेउ (क्या राम्री भाकी छेउ )
सिरैमा सिरफुल निधारमा टिकी, क्या राम्री भाकी छेउ
(क्या राम्री क्या राम्री क्या राम्री भाकीछेऊ)
मै सित पिरिम परेर होला भेट गर्न आकी छेऊ
माया हातमा रुमाल हल्लाऊदै, माया हातमा रुमाल हल्लाऊदै,
माया हातमा रुमाल हल्लाऊदै, माया हातमा रुमाल हल्लाऊदै,
केटा केटी:
टाकन टुकुन टाकन टुकुन टाकन टुकुन टक्क
टाकन टुकुन टाकन टुकुन टाकन टुकुन टक्क
केटी:
मै मोरी राती दौडिदै आकी हजुरको सत्कारमा
मै मोरी लाटी दौडिदै आकी हजुरको सत्कारमा
आँखामा गाजल लाउनै भुलेछु, आँखामा गाजल लाउनै भुलेछु, मैले त हतारमा
माया हातमा रुमाल हल्लाऊदै, माया हातमा रुमाल हल्लाऊदै,
केटा:
लत्पतिएको ओठको लाली, तै पनि सुहाको
हे लत्पतिएको ओठको लाली, तै पनि सुहाको
आजै हो मैले जीवनमा पैले, आजै हो मैले जीवनमा पैले, पिरतीले नुहाको
केटा केटी:
माया हातमा रुमाल हल्लाऊदै, माया हातमा रुमाल हल्लाऊदै,
माया हातमा रुमाल हल्लाऊदै, माया हातमा रुमाल हल्लाऊदै,
टाकन टुकुन टाकन टुकुन टाकन टुकुन टक्क
","राजन राज सिवाकोटी , मंदाबी त्रिपाठी",टाकन टुकुन टाकन टुकुन,2017,कमले को बिहे 
31,"केटा: भन्छु आज मनका कुरा सुन्छ्यौ भने तिमी
जुनी जुनी सम्म मेरै हुन्छ्यौ भने तिमी
केटी: हम्…. भन्छु आज मनका कुरा सुन्छौ भने तिमी
जुनी जुनी सम्म मेरै हुन्छौ भने तिमी
केटा : जिन्दगीको कुनै मोडमा रुनुपर्यो भने
आफ्नै सम्झी परेली छुन्छ्यौ भने तिमी
केटा र केटी: हम्…..आफ्नै सम्झी परेली छुन्छौ भने तिमी
केटा: भन्छु आज मनका कुरा
केटी: हम्…..हम्…..हम्…..
केटा: तिम्रो साथमा भए हाँस्न सजिलो हुन्छ मलाई
भविष्य सम्झिएर बाँच्न सजिलो हुन्छ मलाई
केटी: हम्……तिम्रो साथमा भए हाँस्न सजिलो हुन्छ मलाई
भविष्य सम्झिएर बाँच्न सजिलो हुन्छ मलाई
केटा: मेरा खुशी सबै नै तिम्लाई दिन्छु मेरो हुन्छ्यौ भने तिमी
ती हातले यी परेली छुन्छ्यौ भने तिमी
केटा र केटी: हम्….हम्…. आफ्नै सम्झी परेली छुन्छौ भने तिमी
केटी: भन्छु आज मनका कुरा
केटा: सुन्छ्यौ भने तिमी
केटी: तिमीबाहेक अरु छैन जीवनमा ठुलो कुरा
तिमी भए सबै पुरा हुँदैन केही अधूरा
केटा: तिमीबाहेक अरु छैन जीवनमा ठुलो कुरा
तिमी भए सबै पुरा हुँदैन केही अधूरा
केटी: सुम्पिदिन्छु तिमीलाई जिन्दगी नै मेरो हुन्छौ भने तिमी
ती हातले यी परेली छुन्छौ भने तिमी
केटा र केटी: हो हो आफ्नै सम्झी परेली छुन्छौ भने तिमी
केटी: भन्छु आज मनका कुरा सुन्छौ भने तिमी
केटा: जुनी जुनी सम्म मेरै हुन्छ्यौ भने तिमी
","अन्जु पन्त , सुगम पोखरेल ",भन्छु आज मनका कुरा,2017, प्रेम गीत २ 
32,"सुन साइँली, साइँली, परदेशबाट म आउला
सुन साइँली, साइँली, चालीस कटेसी रमाउला
सुन साइँली, साइँली, परदेशबाट म आउला
सुन साइँली, साइँली, चालीस कटेसी रमाउला
सुन साइँली, साइँली, दियोमा बत्ती हुरुरु
सम्झी कहिले नरुनु
सुन साइँली, साइँली, परदेशबाट म आउला
सुन साइँली, साइँली, चालीस कटेसी रमाउला
सुन साइँली, साइँली, निधारमा नाम्लो बरियो
भाबीको खेलमा परियो
सुन साइँली, साइँली, खोलामा पानी कलल
गाउँघरको तस्बीर झलल
सुन साइँली, साइँली, पिढीमा जाँतो घरर
झर्दो हो आँसु बरर
सुन साइँली, साइँली, परदेशबाट म आउला
सुन साइँली, साइँली, चालीस कटेसी रमाउला
चालीस कटेसी रमाउला
चालीस कटेसी रमाउला
",हेमन्त राना ,सुन साइँली साइँली ,2017,
33,"		
केटा:
कुटुमा कुटु
केटी:
सुपारी दाना
केटा:
कुटुमा कुटु
कुटुमा कुटु
केटी:
सुपारी दाना
केटा:
कुटुमा कुटु
कुटुमा कुटु
केटी:
सुपारी दाना
केटा:
कुटुमा कुटु
कुटुमा कुटु
केटी:
सुपारी दाना
केटा:
कुटुमा कुटु
केटा केटी:
कुटुमा कुटु
सुपारी दाना
कुटुमा कुटु
कुटुमा कुटु
सुपारी दाना
कुटुमा कुटु
केटी:
हेर्दामा जीउ ज्यान खाइलाग्दो, जागिरे मर्द बलियो
इमान्दारी केटोलाई जोवन दिने मन थियो
हेर्दामा जीउ ज्यान खाइलाग्दो, जागिरे मर्द बलियो
इमान्दारी केटोलाई जोवन दिने मन थियो
खैनी चुरोट खान्छौ कि दांतै कालो छ
दांतै कालो छ हजुर ओठै कालो छ
दिदिको मगनी भैसक्यो मेरै पालो छ
दिदिको मगनी भैसक्यो मेरै पालो छ
केटा:
यसपाली हिउंदो महिनामा बिहे नगरी भा’छैन
कन्याको ठहर ठेगाना केही पानी टूङ्गो ला’छैन
यसपाली हिउंदो महिनामा बिहे नगरी भा’छैन
कन्याको ठहर ठेगाना केही पानी टूङ्गो ला’छैन
कोरीबाटी चट्ट कपाल लाली ओठैमा
लाली ओठैमा हजुर लाली ओठैमा
झ्याप्पै कदम रोकियो फुलको बोटैमा
ए झ्याप्पै कदम रोकियो फुलको बोटैमा
केटा केटी:
कुटुमा कुटु सुपारी दाना
कुटुमा कुटु
कुटुमा कुटु सुपारी दाना
कुटुमा कुटु
कुटुमा कुटु सुपारी दाना
कुटुमा कुटु
कुटुमा कुटु सुपारी दाना
कुटुमा कुटु
केटी:
बिर्कोमा ला’को चिनीमा कसरी पस्यो कमिलो
डाँडाबारीको सुन्तला गुलियो छ कि आमिलो
बिर्कोमा ला’को चिनीमा कसरी पस्यो कमिलो
डाँडाबारीको सुन्तला गुलियो छ कि आमिलो
खैनी चुरोट खान्छौ कि दांतै कालो छ
दांतै कालो छ हजुर ओठै कालो छ
दिदिको मगनी भैसक्यो मेरै पालो छ
दिदिको मगनी भैसक्यो मेरै पालो छ
केटा:
राजाको हात्ती मै सित, सौ तोला सुन छ ल्हासाको
पढाई लेखाईमा अब्बल छु, वैज्ञानिक बन्छु नासाको
राजाको हात्ती मै सित, सौ तोला सुन छ ल्हासाको
पढाई लेखाईमा अब्बल छु, वैज्ञानिक बन्छु नासाको
कोरीबाटी चट्ट कपाल लाली ओठैमा
लाली ओठैमा हजुर लाली ओठैमा
झ्याप्पै कदम रोकियो फुलको बोटैमा
ए झ्याप्पै कदम रोकियो फुलको बोटैमा
केटा केटी:
कुटुमा कुटु सुपारी दाना
कुटुमा कुटु
कुटुमा कुटु सुपारी दाना
कुटुमा कुटु
कुटुमा कुटु सुपारी दाना
कुटुमा कुटु
कुटुमा कुटु सुपारी दाना
कुटुमा कुटु
केटी:
बघिनिको छोरीलाई कुखुराको भालेले
ठुल्ठुला कुरा गरेर पट्याउन आँट्यो कालेले
बघिनिको छोरीलाई कुखुराको भालेले
ठुल्ठुला कुरा गरेर पट्याउन आँट्यो कालेले
खैनी चुरोट खान्छौ कि दांतै कालो छ
दांतै कालो छ हजुर ओठै कालो छ
दिदिको मगनी भैसक्यो मेरै पालो छ
दिदिको मगनी भैसक्यो मेरै पालो छ
केटा:
छिमेकी हुँ म बाघैको, सन्तान काली नागैको
तिमी त रैछ्यौ मितिनी, कोइली होइन कागैको
छिमेकी हुँ म बाघैको, सन्तान काली नागैको
तिमी त रैछ्यौ मितिनी, कोइली होइन कागैको
कोरीबाटी चट्ट कपाल लाली ओठैमा
लाली ओठैमा हजुर लाली ओठैमा
झ्याप्पै कदम रोकियो फुलको बोटैमा
ए झ्याप्पै कदम रोकियो फुलको बोटैमा
केटा केटी:
मनमा मिले मेला हजुर, नमिले झमेला
मनमा मिले मेला हजुर, नमिले झमेला
आजै गरौँ रमाइलो, भोलि त के होला
आजै गरौँ रमाइलो, भोलि त के होला
केटा केटी:
कुटुमा कुटु सुपारी दाना
कुटुमा कुटु
कुटुमा कुटु सुपारी दाना
कुटुमा कुटु
कुटुमा कुटु सुपारी दाना
कुटुमा कुटु
कुटुमा कुटु सुपारी दाना
कुटुमा कुटु
","राजन राज शिवाकोटी , मेलिना राई , राजन इशान ",कुटुमा कुटु ,2017,२ रुपैयाँ 
34,"फ्यान्टास्स्टिक फ्यान्टास्स्टिक
वओउन्डरफुल वओउन्डरफुल
फ्यान्टास्स्टिक वओउन्डरफुल हुनेथियो लाइफ, मेरो मन को तालैमा हाने तिम्ले डाइभ
फ्यान्टास्स्टिक वओउन्डरफुल हुनेथियो लाइफ, मेरो मन को तालैमा हाने तिम्ले डाइभ
फ्यान्टास्स्टिक वओउन्डरफुल हुनेथियो लाइफ, मेरो मन को तालैमा हाने तिम्ले डाइभ
एक्लो जिबनको परब्लम भुलेर, एक्लो जिबनको परब्लम भुलेर
हे आउ नाचौ पातली झमझमी रुझेर
पानी पर्यो असिना झर्यो दाईको रुमाल भाउजुलाई मनपर्यो
पानी पर्यो असिना झर्यो दाईको रुमाल भाउजुलाई मनपर्यो
फ्यान्टास्स्टिक फ्यान्टास्स्टिक
वओउन्डरफुल वओउन्डरफुल
इलास्टिक जस्तै तन्किने मेरो लाइफ, मेरो मन को तालैमा न हाने तिम्ले डाइभ
इलास्टिक जस्तै तन्किने मेरो लाइफ, मेरो मन को तालैमा न हाने तिम्ले डाइभ
राखौला फेसबुकमा सेल्फी खिचेर, राखौला फेसबुकमा सेल्फी खिचेर
हे आउ नाचौ पातली झमझमी रुझेर
पानी पर्यो असिना झर्यो दाईको रुमाल भाउजुलाई मनपर्यो
पानी पर्यो असिना झर्यो दाईको रुमाल भाउजुलाई मनपर्यो
पानी पर्यो असिना झर्यो दाईको रुमाल भाउजुलाई मनपर्यो
पानी पर्यो असिना झर्यो दाईको रुमाल भाउजुलाई मनपर्यो
हेप्पी हेप्पी तिमी भयौ हेप्पी
हेप्पी हेप्पी म पनि हेप्पी
हेप्पी हेप्पी तिमी भयौ हेप्पी
हेप्पी हेप्पी म पनि हेप्पी
हेप्पी हेप्पी तिमी भयौ हेप्पी
हेप्पी हेप्पी म पनि हेप्पी
हेप्पी हेप्पी तिमी भयौ हेप्पी
हेप्पी हेप्पी म पनि हेप्पी
पानी पर्यो असिना झर्यो दाईको रुमाल भाउजुलाई मनपर्यो
पानी पर्यो असिना झर्यो दाईको रुमाल भाउजुलाई मनपर्यो
",अल्मोडा राना उप्रेती,"पानी पर्यो असीना झर्यो
",2017,कार्टून क्रयूज़ 
35,"हो निर…. हो निर …..
निर जैले रिसाउनी, निर जैले रिसाउनी
निर कैले होला माया संग माया मिसाउनी ?
निर जैले रिसाउनी, निर जैले रिसाउनी
निर कैले होला माया संग माया मिसाउनी ?
माया मिसाउनी …
मै हो फकाउनी, सधै मै हो फकाउनी
मै हो फकाउनी, सधै मै हो फकाउनी
आखुम ..
मै रिसाउदा माया पीरम कल्ले बचाउनी
निर जैले रिसाउनी, निर जैले रिसाउनी
निर कैले होला माया संग माया मिसाउनी ?
हे निर, जैले रिसाउनी, निर जैले रिसाउनी
निर कैले होला माया संग माया मिसाउनी ?
माया मिसाउनी…
निर सेती बगर, निर सेती बगर
निर मन परेको मायालुको माया नमार
निर सेती बगर, निर सेती बगर
निर मन परेको मायालु को माया नमार
निर माया नमार, निर माया नमार
माया नमार निर माया नमार
मनको भारी बोझ हुदा मै हु बिसाउनी
निर जैले रिसाउनी, निर जैले रिसाउनी
निर कैले होला माया संग माया मिसाउनी ?
ए निर जैले रिसाउनी, निर जैले रिसाउनी
निर कैले होला माया संग माया मिसाउनी ?
मै हो फकाउनी, सधै मै हो फकाउनी
मै हो फकाउनी, सधै मै हो फकाउनी
मै रिसाऊदा के पो होला माया पिरती
निर माया पिरती निर माया पिरती
निर चखेवाको जोडी जस्तै हाम्रो पिरती
निर जैले रिसाउनी, निर जैले रिसाउनी
निर कैले होला माया संग माया मिसाउनी ?
निर जैले रिसाउनी, निर जैले रिसाउनी
निर कैले होला माया संग माया मिसाउनी ?
हो निर ……हो निर …….हो निर ….. हो निर ….. हो निर …..
",काली प्रसाद बास्कोटा,जैले रिसाउनी निर जैले रिसाउनी,2017,पुरानो ढुंगा 
